Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
96277.25,93105.75,81624.00,99503.25,0,0,0.0
96155.00,93103.50,81598.50,99375.25,0,0,0.014146566390991211
96160.00,93118.50,81613.25,99373.50,0,0,0.02979874610900879
96145.00,93111.50,81579.50,99349.00,0,0,0.046692609786987305
96158.75,93118.00,81604.75,99370.25,0,0,0.06282329559326172
96175.00,93121.75,81608.75,99395.25,0,0,0.07705402374267578
96202.25,93116.75,81605.00,99368.25,0,0,0.09263348579406738
96175.75,93124.75,81593.00,99408.00,0,0,0.10803747177124023
96192.00,93118.00,81630.75,99378.50,0,0,0.12314486503601074
96168.00,93086.00,81604.50,99409.75,0,0,0.13860583305358887
96211.25,93135.25,81627.00,99411.50,0,0,0.15457749366760254
96209.50,93124.00,81619.00,99412.50,0,0,0.17020726203918457
96189.00,93105.50,81617.50,99424.00,0,0,0.186920166015625
96197.25,93115.50,81599.75,99422.50,0,0,0.20148706436157227
96201.00,93108.00,81604.75,99414.50,0,0,0.21756863594055176
96192.25,93105.75,81619.75,99445.50,0,0,0.23320746421813965
96189.50,93114.25,81619.50,99409.75,0,0,0.24756145477294922
96217.00,93112.00,81608.75,99410.50,0,0,0.2631795406341553
96219.75,93130.25,81603.25,99403.25,0,0,0.2785453796386719
96205.50,93133.25,81603.00,99416.00,0,0,0.2939274311065674
96200.00,93113.25,81613.50,99404.50,0,0,0.30969786643981934
96205.75,93140.75,81616.50,99433.50,0,0,0.32479190826416016
96220.00,93115.50,81606.25,99427.75,0,0,0.3403623104095459
96205.50,93138.00,81616.75,99416.75,0,0,0.35559511184692383
96228.75,93119.50,81624.25,99415.75,0,0,0.37138938903808594
96214.25,93110.00,81622.00,99452.75,0,0,0.3868579864501953
96202.75,93109.50,81594.00,99439.25,0,0,0.4025278091430664
96206.25,93118.75,81613.25,99457.25,0,0,0.41786837577819824
96207.75,93110.00,81632.00,99446.25,0,0,0.43362879753112793
96204.00,93108.25,81596.00,99436.00,0,0,0.4488406181335449
96202.75,93107.50,81615.50,99456.75,0,0,0.46309781074523926
96200.00,93116.25,81627.50,99471.25,0,0,0.4802818298339844
96204.25,93110.50,81604.25,99445.25,0,0,0.4946863651275635
96221.75,93132.75,81621.00,99438.25,0,0,0.5099942684173584
96223.00,93125.25,81612.50,99449.50,0,0,0.524097204208374
96194.75,93121.00,81626.75,99453.75,0,0,0.539940357208252
96199.50,93100.50,81616.25,99454.75,0,0,0.555422306060791
96239.75,93117.00,81628.25,99453.00,0,0,0.5704238414764404
96224.00,93123.50,81602.50,99457.25,0,0,0.5854389667510986
96206.50,93111.00,81617.50,99456.50,0,0,0.5996510982513428
96232.25,93132.50,81610.25,99434.25,0,0,0.6157252788543701
96189.00,93121.50,81623.00,99456.00,0,0,0.6319844722747803
96191.75,93109.00,81620.00,99444.00,0,0,0.6480119228363037
96207.50,93092.00,81617.50,99472.50,0,0,0.663994550704956
96211.00,93126.50,81626.25,99435.75,0,0,0.680295467376709
96223.50,93120.25,81612.00,99455.75,0,0,0.6961276531219482
96227.75,93125.75,81630.00,99457.25,0,0,0.7113118171691895
96199.50,93125.50,81620.75,99443.75,0,0,0.7254760265350342
96221.25,93111.25,81631.25,99489.00,0,0,0.7418520450592041
96212.75,93109.50,81614.00,99453.25,0,0,0.7578661441802979
96204.75,93110.75,81619.75,99436.50,0,0,0.7736649513244629
96203.75,93100.00,81603.50,99441.50,0,0,0.7890896797180176
96201.50,93089.75,81610.25,99450.75,0,0,0.804222822189331
96216.50,93123.75,81624.50,99461.75,0,0,0.8194947242736816
96222.50,93092.75,81615.25,99477.00,0,0,0.8348362445831299
96205.25,93114.25,81628.75,99460.75,0,0,0.850630521774292
96213.75,93091.00,81616.25,99455.25,0,0,0.8663585186004639
96187.25,93117.00,81625.00,99506.50,0,0,0.881829023361206
96215.25,93139.75,81627.50,99447.00,0,0,0.8982334136962891
96217.25,93126.25,81600.00,99453.00,0,0,0.9125657081604004
96236.00,93113.75,81626.00,99478.00,0,0,0.9285657405853271
96216.50,93104.25,81618.75,99455.00,0,0,0.9445674419403076
96211.00,93120.25,81616.25,99469.75,0,0,0.959932804107666
96222.75,93108.75,81597.50,99452.00,0,0,0.9755947589874268
96211.75,93105.50,81624.00,99501.75,0,0,0.9907329082489014
96201.50,93106.75,81598.00,99465.25,0,0,1.0062549114227295
96224.50,93119.50,81602.50,99476.25,0,0,1.0216217041015625
96217.50,93119.00,81612.50,99492.00,0,0,1.0376219749450684
96200.00,93144.75,81623.25,99469.50,0,0,1.053621768951416
96221.75,93114.25,81613.50,99464.00,0,0,1.06961989402771
96204.50,93119.75,81622.50,99474.25,0,0,1.0855357646942139
96220.00,93123.25,81622.25,99482.50,0,0,1.101384162902832
96216.50,93103.75,81612.50,99488.00,0,0,1.116854190826416
96216.25,93112.50,81602.25,99481.50,0,0,1.1316051483154297
96222.75,93119.75,81609.25,99479.75,0,0,1.1470646858215332
96216.75,93107.75,81592.00,99475.00,0,0,1.1631124019622803
96206.75,93129.00,81619.00,99492.25,0,0,1.1786479949951172
96236.00,93124.75,81627.00,99453.50,0,0,1.1941094398498535
96205.25,93137.00,81608.00,99467.25,0,0,1.2096917629241943
96210.25,93102.50,81611.25,99459.25,0,0,1.2249979972839355
96206.25,93109.75,81611.50,99494.00,0,0,1.2405383586883545
96212.25,93108.50,81603.50,99471.50,0,0,1.2556774616241455
96217.50,93125.75,81621.50,99463.50,0,0,1.2726118564605713
96237.75,93128.25,81637.75,99449.00,0,0,1.2869181632995605
96208.25,93124.75,81591.75,99487.00,0,0,1.302438735961914
96236.00,93115.75,81610.75,99486.25,0,0,1.3178353309631348
96225.50,93106.75,81619.00,99465.25,0,0,1.3331077098846436
96233.25,93119.50,81612.25,99469.50,0,0,1.3488309383392334
96218.25,93121.00,81603.00,99458.75,0,0,1.364830732345581
96232.25,93133.50,81605.50,99476.00,0,0,1.3803396224975586
96235.00,93129.00,81621.00,99482.00,0,0,1.3957622051239014
96229.75,93093.25,81618.25,99464.75,0,0,1.4108741283416748
96207.50,93125.00,81635.25,99486.75,0,0,1.4268825054168701
96210.75,93132.50,81608.50,99488.50,0,0,1.4419984817504883
96192.25,93107.50,81624.25,99487.00,0,0,1.45638108253479
96224.75,93139.75,81616.75,99476.50,0,0,1.4727838039398193
96210.25,93122.00,81619.25,99506.50,0,0,1.4884436130523682
96232.25,93117.75,81620.00,99485.50,0,0,1.5040569305419922
96202.75,93108.75,81624.00,99481.75,0,0,1.5196092128753662
96228.25,93121.25,81628.00,99482.50,0,0,1.535383939743042
96196.25,93118.75,81616.25,99463.00,0,0,1.550980806350708
96212.75,93101.25,81616.25,99502.75,0,0,1.5661895275115967
96231.75,93117.00,81614.00,99498.75,0,0,1.5820565223693848
96248.00,93101.25,81617.25,99475.00,0,0,1.5985262393951416
96223.75,93128.75,81618.00,99498.25,0,0,1.6121578216552734
96237.50,93120.75,81617.50,99483.25,0,0,1.6292879581451416
96240.25,93134.25,81627.25,99496.75,0,0,1.644770622253418
96208.25,93108.25,81598.75,99488.75,0,0,1.6596760749816895
96223.00,93111.00,81623.25,99499.25,0,0,1.6748251914978027
96207.50,93109.00,81615.25,99504.50,0,0,1.6904518604278564
96191.50,93145.00,81595.75,99490.25,0,0,1.7066869735717773
96243.50,93122.00,81600.00,99482.50,0,0,1.7224996089935303
96215.75,93105.75,81615.75,99504.50,0,0,1.738487720489502
96216.25,93127.25,81613.50,99488.75,0,0,1.7537963390350342
96238.25,93143.50,81611.00,99483.25,0,0,1.7695527076721191
96196.75,93129.25,81611.75,99485.50,0,0,1.784940481185913
96227.25,93106.25,81622.75,99464.25,0,0,1.8004601001739502
96232.50,93116.25,81612.00,99505.75,0,0,1.8157780170440674
96216.50,93108.00,81609.50,99483.50,0,0,1.832578420639038
96239.50,93117.25,81628.25,99456.75,0,0,1.8486614227294922
96218.25,93106.75,81614.50,99491.25,0,0,1.8639800548553467
96232.25,93121.00,81609.50,99493.25,0,0,1.879246473312378
96224.00,93121.50,81621.75,99500.75,0,0,1.8949716091156006
96235.50,93133.25,81623.50,99507.25,0,0,1.9099030494689941
96217.50,93127.50,81614.50,99483.00,0,0,1.925689458847046
96231.50,93117.00,81607.75,99477.25,0,0,1.9413819313049316
96225.75,93104.75,81612.75,99481.00,0,0,1.9569005966186523
96217.75,93097.75,81628.00,99482.00,0,0,1.9728965759277344
96225.25,93111.25,81611.75,99502.50,0,0,1.9879798889160156
96211.75,93101.75,81606.25,99475.00,0,0,2.0036046504974365
96208.25,93097.00,81619.00,99491.25,0,0,2.0187997817993164
96214.00,93110.00,81594.50,99471.00,0,0,2.0349106788635254
96211.25,93112.75,81619.75,99498.75,0,0,2.049912214279175
96201.50,93114.00,81607.25,99503.00,0,0,2.064913511276245
96219.75,93105.25,81624.75,99490.00,0,0,2.0799143314361572
96245.75,93108.25,81630.50,99487.75,0,0,2.0959362983703613
96219.25,93123.00,81614.00,99468.50,0,0,2.1104936599731445
96210.25,93122.25,81616.00,99474.00,0,0,2.127488136291504
96218.25,93102.75,81606.00,99473.00,0,0,2.143491506576538
96221.50,93118.50,81612.50,99467.50,0,0,2.1574811935424805
96218.25,93114.50,81618.00,99478.00,0,0,2.1744916439056396
96231.00,93135.75,81600.75,99504.50,0,0,2.1895627975463867
96214.25,93144.50,81610.25,99486.25,0,0,2.205653190612793
96205.50,93108.50,81627.25,99502.25,0,0,2.220768928527832
96203.75,93109.00,81603.75,99469.00,0,0,2.236656665802002
96235.75,93115.50,81612.25,99494.00,0,0,2.2519164085388184
96225.75,93122.75,81608.00,99464.00,0,0,2.2667806148529053
