Sensor_1,Sensor_2,Sensor_3,x,x_pred
-0.3393404289735954,-0.5613840677699556,-0.3750464722925168,0,0
-0.3367261949920606,-0.5593218643073561,-0.370405711999325,0,0
-0.3374731189867848,-0.5603794045445866,-0.37440286320076027,0,0
-0.3401288487458043,-0.5624416080071861,-0.36898299716491584,0,0
-0.3396723951934728,-0.5584493936116409,-0.370405711999325,0,0
-0.33772209365169287,-0.5596920033903868,-0.3713203143928737,0,0
-0.3336555074581943,-0.5568630832557951,-0.37145581104376985,0,0
-0.33759760631923885,-0.5590574792480485,-0.3711509435792536,0,0
-0.33498337233770403,-0.5602736505208635,-0.36942336128032816,0,0
-0.33826153875899373,-0.5595069338488714,-0.37027021534842885,0,0
-0.33485888500524996,-0.5618070838648478,-0.3708799502774614,0,0
-0.33531533855758144,-0.5610932442047172,-0.3663746866351657,0,0
-0.33456841456285724,-0.5605115970742405,-0.37084607611473736,0,0
-0.33842752186893243,-0.5597713189081791,-0.37365763162083165,0,0
-0.33805405987157033,-0.5614105062758864,-0.374131869898968,0,0
-0.3372656400993614,-0.5586873401650178,-0.3697959770702925,0,0
-0.3340289694555564,-0.5607495436276173,-0.37077832778928926,0,0
-0.3372656400993614,-0.559216110283633,-0.3692878646294321,0,0
-0.34133222629286,-0.5599563884496944,-0.3697959770702925,0,0
-0.335896279442367,-0.5588988482124639,-0.3708799502774614,0,0
-0.3397553867484422,-0.5590839177539793,-0.3727091550645589,0,0
-0.3361867498847597,-0.5587137786709485,-0.3705750828129451,0,0
-0.33535683433506613,-0.5581321315404718,-0.36925399046670804,0,0
-0.33390448212310236,-0.5612783137462325,-0.36942336128032816,0,0
-0.3376805978742082,-0.5583965165997794,-0.37135418855559776,0,0
-0.3370166654344533,-0.560670228109825,-0.37108319525380556,0,0
-0.3362697414397291,-0.5573654148684797,-0.3683393880731593,0,0
-0.33900846275371793,-0.5604322815564481,-0.3727430292272829,0,0
-0.33494187656021934,-0.558555147635364,-0.37528359143158496,0,0
-0.33469290189531126,-0.561225436734371,-0.3706428311383932,0,0
-0.3370996569894227,-0.560220773509002,-0.37169293018283805,0,0
-0.3368091865470299,-0.5597448804022483,-0.3717606785082861,0,0
-0.3402533360782583,-0.5588724097065332,-0.36888137467674376,0,0
-0.3402533360782583,-0.5573125378566182,-0.37118481774197765,0,0
-0.340294831855743,-0.5622565384656708,-0.3724042876000426,0,0
-0.33714115276690737,-0.5589252867183947,-0.37501259812979276,0,0
-0.340294831855743,-0.5580792545286103,-0.37118481774197765,0,0
-0.33900846275371793,-0.5595069338488714,-0.3708799502774614,0,0
-0.33792957253911626,-0.5571803453269644,-0.37050733448749706,0,0
-0.33593777521985163,-0.5586344631531562,-0.3708799502774614,0,0
-0.3321201636912611,-0.558105693034541,-0.3710154469283575,0,0
-0.3335725159032249,-0.5581850085523333,-0.37318339334269524,0,0
-0.3404608149656817,-0.5613311907580941,-0.371591307694666,0,0
-0.3390914543086873,-0.5601943350030713,-0.37023634118570486,0,0
-0.3372241443218767,-0.5568366447498644,-0.3738608765971758,0,0
-0.33809555564905497,-0.560220773509002,-0.3715574335319419,0,0
-0.33427794412046447,-0.5589252867183947,-0.3744706115262083,0,0
-0.33394597790058705,-0.5567308907261413,-0.3707444536265653,0,0
-0.33734863165433077,-0.5595598108607329,-0.374131869898968,0,0
-0.33859350497887114,-0.5585287091294332,-0.37389475075989986,0,0
-0.3362282456622444,-0.5603794045445866,-0.3722687909491465,0,0
-0.33859350497887114,-0.5576033614218565,-0.3707444536265653,0,0
-0.3368921781019993,-0.5596126878725945,-0.3736237574581076,0,0
-0.3350248681151887,-0.5583172010819871,-0.3705750828129451,0,0
-0.3360622625523057,-0.5595069338488714,-0.3739624990853479,0,0
-0.33460991034034193,-0.5588724097065332,-0.37084607611473736,0,0
-0.3342364483429798,-0.5600092654615559,-0.3709138244401854,0,0
-0.3358547836648823,-0.558105693034541,-0.3727430292272829,0,0
-0.3390914543086873,-0.5597713189081791,-0.37304789669179916,0,0
-0.33444392723040317,-0.5619657149004323,-0.37162518185738996,0,0
-0.3319541805813224,-0.5598770729319021,-0.3766724321032701,0,0
-0.3333235412383168,-0.5614105062758864,-0.3701685928602568,0,0
-0.3400873529683196,-0.5607759821335481,-0.37135418855559776,0,0
-0.33531533855758144,-0.5593483028132868,-0.37257365841366274,0,0
-0.3339874736780717,-0.5604058430505173,-0.3714219368810458,0,0
-0.3339874736780717,-0.559004602236187,-0.3701347186975328,0,0
-0.3400043614133503,-0.5550652648525033,-0.37291240004090304,0,0
-0.33552281744500484,-0.5608817361572711,-0.3735221349699355,0,0
-0.3372241443218767,-0.5592689872954946,-0.3727430292272829,0,0
-0.33498337233770403,-0.5575769229159258,-0.3711509435792536,0,0
-0.3324106341336539,-0.5594540568370099,-0.36966048041939636,0,0
-0.3372241443218767,-0.5573389763625489,-0.36952498376850024,0,0
-0.3388424796437792,-0.5611725597225095,-0.37230266511187055,0,0
-0.33485888500524996,-0.5595862493666637,-0.372844651715455,0,0
-0.33880098386629454,-0.5602472120149328,-0.3735898832953836,0,0
-0.3337799947906483,-0.5587137786709485,-0.3677296531441268,0,0
-0.3356058089999742,-0.5597713189081791,-0.3718623009964582,0,0
-0.33755611054175416,-0.5595598108607329,-0.37121869190470164,0,0
-0.3350248681151887,-0.5609874901809941,-0.3718961751591822,0,0
-0.33456841456285724,-0.5597713189081791,-0.3731156450172472,0,0
-0.33875948808880985,-0.5567044522202106,-0.3699653478839126,0,0
-0.33527384278009675,-0.5594540568370099,-0.3714219368810458,0,0
-0.33813705142653966,-0.5597713189081791,-0.3696266062566724,0,0
-0.3403778234107124,-0.5599563884496944,-0.3698975995584646,0,0
-0.33830303453647836,-0.560326527532725,-0.3670860440523703,0,0
-0.3367261949920606,-0.5587930941887409,-0.3714219368810458,0,0
-0.33552281744500484,-0.5626531160546322,-0.37230266511187055,0,0
-0.3366846992145759,-0.5600357039674867,-0.3673231631914385,0,0
-0.33801256409408564,-0.5573654148684797,-0.3712525660674257,0,0
-0.3389254711987486,-0.5615162602996094,-0.370405711999325,0,0
-0.3363942287721831,-0.5602472120149328,-0.36837326223588335,0,0
-0.3393404289735954,-0.560458720062379,-0.3682038914222632,0,0
-0.3350248681151887,-0.5627324315724245,-0.371591307694666,0,0
-0.33834453031396305,-0.5596126878725945,-0.3707105794638412,0,0
-0.3334895243482556,-0.5600092654615559,-0.3715574335319419,0,0
-0.3387179923113252,-0.5609874901809941,-0.3730140225290751,0,0
-0.33473439767279595,-0.5575240459040642,-0.3699653478839126,0,0
-0.3356888005549436,-0.5573125378566182,-0.36918624214126,0,0
-0.34062679807562046,-0.561225436734371,-0.3732850158308674,0,0
-0.33573029633242824,-0.5581585700464026,-0.3695588579312243,0,0
-0.3356058089999742,-0.5587930941887409,-0.36952498376850024,0,0
-0.33751461476426947,-0.560326527532725,-0.3735898832953836,0,0
-0.33477589345028064,-0.5561228050897338,-0.3692878646294321,0,0
-0.3363942287721831,-0.5606173510979635,-0.371591307694666,0,0
-0.3324106341336539,-0.5596655648844561,-0.3721332942982504,0,0
-0.3358547836648823,-0.557999939010818,-0.37253978425093875,0,0
-0.3366017076596065,-0.5632612016910398,-0.36617144165882154,0,0
-0.3366432034370912,-0.5601414579912097,-0.3711509435792536,0,0
-0.33369700323567897,-0.5619128378885708,-0.3714219368810458,0,0
-0.33780508520666225,-0.5571803453269644,-0.37050733448749706,0,0
-0.3328670876859854,-0.5600357039674867,-0.3718284268337341,0,0
-0.3331990539058628,-0.5584229551057102,-0.37281077755273095,0,0
-0.33739012743181546,-0.5592425487895638,-0.3727430292272829,0,0
-0.3370166654344533,-0.5572596608447566,-0.37077832778928926,0,0
-0.3373071358768461,-0.5607759821335481,-0.3712525660674257,0,0
-0.3358547836648823,-0.5610139286869249,-0.37314951917997125,0,0
-0.3390499585312026,-0.5584758321175717,-0.37135418855559776,0,0
-0.33394597790058705,-0.5604322815564481,-0.3689491230021918,0,0
-0.3334065327932862,-0.5582643240701256,-0.3700330962093607,0,0
-0.33776358942917756,-0.5587666556828101,-0.37023634118570486,0,0
-0.33290858346347,-0.5614898217936787,-0.37253978425093875,0,0
-0.336145254107275,-0.5588724097065332,-0.3743012407125882,0,0
-0.3360622625523057,-0.5617542068529863,-0.3705750828129451,0,0
-0.3394234205285647,-0.5593747413192176,-0.3691184938158119,0,0
-0.33880098386629454,-0.5614105062758864,-0.3715235593692179,0,0
-0.33792957253911626,-0.5567573292320721,-0.36918624214126,0,0
-0.3356473047774589,-0.5602472120149328,-0.37389475075989986,0,0
-0.33838602609144774,-0.5608288591454096,-0.37308177085452315,0,0
-0.33822004298150904,-0.5593747413192176,-0.3707105794638412,0,0
-0.3365187161046372,-0.5619392763945016,-0.3691184938158119,0,0
-0.3364772203271525,-0.5603000890267943,-0.36938948711760416,0,0
-0.3363112372172138,-0.5596126878725945,-0.37331888999359136,0,0
-0.3402533360782583,-0.5588459712006024,-0.3682716397477112,0,0
-0.3321201636912611,-0.5593483028132868,-0.37050733448749706,0,0
-0.33697516965696866,-0.5582378855641948,-0.3751480947806889,0,0
-0.33759760631923885,-0.5608552976513403,-0.37179455267101014,0,0
-0.3337799947906483,-0.5611196827106479,-0.372844651715455,0,0
-0.33506636389267336,-0.5648210735409548,-0.3709138244401854,0,0
-0.33801256409408564,-0.5612783137462325,-0.37050733448749706,0,0
-0.3390914543086873,-0.5599035114378329,-0.36888137467674376,0,0
-0.3362282456622444,-0.560115019485279,-0.3699653478839126,0,0
-0.33859350497887114,-0.5606966666157558,-0.36915236797853596,0,0
-0.33830303453647836,-0.5618599608767093,-0.3666456799369579,0,0
-0.33506636389267336,-0.560115019485279,-0.36779740146957485,0,0
-0.33531533855758144,-0.5599035114378329,-0.36881362635129566,0,0
-0.3332405496833475,-0.5590839177539793,-0.371659056020114,0,0
-0.3356473047774589,-0.5599035114378329,-0.37247203592549066,0,0
-0.3339874736780717,-0.5602736505208635,-0.3671537923778183,0,0
-0.33573029633242824,-0.5606966666157558,-0.37169293018283805,0,0
-0.3368921781019993,-0.5596391263785253,-0.37338663831903945,0,0
-0.33485888500524996,-0.558660901659087,-0.3717606785082861,0,0
-0.33676769076954527,-0.5615955758174017,-0.37033796367387695,0,0
-0.3365602118821219,-0.560458720062379,-0.3685087588867794,0,0
-0.33697516965696866,-0.559216110283633,-0.3714219368810458,0,0
-0.33809555564905497,-0.5596126878725945,-0.3713203143928737,0,0
-0.34141521784782936,-0.5576826769396488,-0.3719977976473543,0,0
-0.33573029633242824,-0.5595333723548022,-0.36918624214126,0,0
-0.3334480285707709,-0.561780645358917,-0.3669844215641982,0,0
-0.3404608149656817,-0.557894184987095,-0.37230266511187055,0,0
-0.3336555074581943,-0.5595862493666637,-0.3714219368810458,0,0
-0.3388839754212639,-0.560220773509002,-0.3686103813749515,0,0
-0.33842752186893243,-0.5575769229159258,-0.36847488472405543,0,0
-0.3321616594687458,-0.5608024206394788,-0.3743351148753122,0,0
-0.3363527329946984,-0.5617277683470555,-0.37338663831903945,0,0
-0.33531533855758144,-0.5615162602996094,-0.3709815727656335,0,0
-0.336933673879484,-0.5603794045445866,-0.3696943545821204,0,0
-0.33456841456285724,-0.5607495436276173,-0.3701685928602568,0,0
-0.3370166654344533,-0.5592954258014253,-0.3719977976473543,0,0
-0.33938192475108003,-0.5583965165997794,-0.36986372539574053,0,0
-0.3370996569894227,-0.5581850085523333,-0.37179455267101014,0,0
-0.33826153875899373,-0.5591632332717715,-0.3743012407125882,0,0
-0.3374731189867848,-0.5595333723548022,-0.37257365841366274,0,0
-0.3366846992145759,-0.557894184987095,-0.37027021534842885,0,0
-0.3363527329946984,-0.5630232551376628,-0.3682716397477112,0,0
-0.34083427696304386,-0.5606437896038943,-0.37094769860290944,0,0
-0.33776358942917756,-0.5580263775167488,-0.37145581104376985,0,0
-0.33830303453647836,-0.5587666556828101,-0.3713203143928737,0,0
-0.3364772203271525,-0.5577355539515103,-0.3719977976473543,0,0
-0.33153922280647563,-0.5583436395879179,-0.3692878646294321,0,0
-0.33427794412046447,-0.5610139286869249,-0.36915236797853596,0,0
-0.33676769076954527,-0.5558584200304262,-0.3712525660674257,0,0
-0.3396308994159881,-0.558660901659087,-0.3735221349699355,0,0
-0.33917444586365664,-0.558660901659087,-0.37108319525380556,0,0
-0.33353102012574026,-0.5579206234930257,-0.36854263304950347,0,0
-0.33697516965696866,-0.560115019485279,-0.3741996182244161,0,0
-0.33465140611782657,-0.5594011798251484,-0.3698975995584646,0,0
-0.33784658098414694,-0.556545821184626,-0.3708122019520133,0,0
-0.33863500075635583,-0.5585287091294332,-0.3718623009964582,0,0
-0.33739012743181546,-0.5566780137142798,-0.3701347186975328,0,0
-0.3363112372172138,-0.5588459712006024,-0.3707444536265653,0,0
-0.33676769076954527,-0.5590310407421177,-0.3717606785082861,0,0
-0.3328255919085007,-0.5595069338488714,-0.36966048041939636,0,0
-0.34170568829022213,-0.5599299499437637,-0.37172680434556205,0,0
-0.3342364483429798,-0.5588195326946717,-0.3714896852064939,0,0
-0.33460991034034193,-0.5589517252243255,-0.3709815727656335,0,0
-0.33510785967015805,-0.5588988482124639,-0.3731156450172472,0,0
-0.3352323470026121,-0.5592954258014253,-0.37348826080721154,0,0
-0.33490038078273465,-0.5617013298411248,-0.3701685928602568,0,0
-0.33415345678801045,-0.5600621424734175,-0.3702024670229808,0,0
-0.33490038078273465,-0.5590839177539793,-0.37118481774197765,0,0
-0.3334065327932862,-0.5597448804022483,-0.3699314737211886,0,0
-0.33739012743181546,-0.5568366447498644,-0.3710493210910815,0,0
-0.33108276925414415,-0.5588195326946717,-0.3710154469283575,0,0
-0.3370166654344533,-0.5600621424734175,-0.3723704134373186,0,0
-0.3315807185839603,-0.557999939010818,-0.3743689890380362,0,0
-0.33830303453647836,-0.55633431313718,-0.37403024741079594,0,0
-0.3384690176464171,-0.5591896717777023,-0.3708799502774614,0,0
-0.3360622625523057,-0.5603000890267943,-0.37196392348463025,0,0
-0.3362282456622444,-0.5585815861412947,-0.37382700243445177,0,0
-0.33822004298150904,-0.5580528160226795,-0.36986372539574053,0,0
-0.3365602118821219,-0.5590839177539793,-0.3693556129548801,0,0
-0.3344024314529185,-0.5600885809793482,-0.3718961751591822,0,0
-0.3326181130210773,-0.5609346131691326,-0.37291240004090304,0,0
-0.3390914543086873,-0.5576297999277873,-0.3687797521885717,0,0
-0.3368091865470299,-0.5592954258014253,-0.3699314737211886,0,0
-0.33739012743181546,-0.5605115970742405,-0.3710493210910815,0,0
-0.3392159416411413,-0.5635784637622089,-0.3696266062566724,0,0
-0.33519085122512743,-0.5586344631531562,-0.37196392348463025,0,0
-0.33776358942917756,-0.5600885809793482,-0.371591307694666,0,0
-0.3388424796437792,-0.5611461212165787,-0.36942336128032816,0,0
-0.33535683433506613,-0.561780645358917,-0.3708122019520133,0,0
-0.33917444586365664,-0.5610139286869249,-0.3699653478839126,0,0
-0.3331990539058628,-0.5579735005048873,-0.37220104262369846,0,0
-0.3354398258900355,-0.5600621424734175,-0.37037183783660094,0,0
-0.33535683433506613,-0.561780645358917,-0.36999922204663666,0,0
-0.3340289694555564,-0.5604058430505173,-0.3731156450172472,0,0
-0.3360622625523057,-0.5596391263785253,-0.374131869898968,0,0
-0.3350248681151887,-0.5590839177539793,-0.3713880627183218,0,0
-0.3392159416411413,-0.5620450304182246,-0.3719977976473543,0,0
-0.3359792709973363,-0.5623887309953246,-0.37291240004090304,0,0
-0.3332820454608322,-0.5595862493666637,-0.3695588579312243,0,0
-0.3378880767616316,-0.5596126878725945,-0.37128644023014973,0,0
-0.3323691383561692,-0.5609346131691326,-0.36854263304950347,0,0
-0.3378880767616316,-0.5588459712006024,-0.3707105794638412,0,0
-0.33490038078273465,-0.5562549976193877,-0.3713203143928737,0,0
-0.3367261949920606,-0.5595333723548022,-0.371659056020114,0,0
-0.3374731189867848,-0.5598241959200406,-0.3678312756322989,0,0
-0.3373071358768461,-0.5609346131691326,-0.3686103813749515,0,0
-0.33465140611782657,-0.5606173510979635,-0.3687120038631236,0,0
-0.3368921781019993,-0.5608552976513403,-0.3723704134373186,0,0
-0.3372656400993614,-0.5588988482124639,-0.3699314737211886,0,0
-0.3372656400993614,-0.5588724097065332,-0.37196392348463025,0,0
-0.3363527329946984,-0.5614369447818172,-0.3719977976473543,0,0
-0.3325766172435926,-0.561569137311471,-0.36901687132763983,0,0
-0.33880098386629454,-0.5603794045445866,-0.37535133975703305,0,0
-0.3348173892277653,-0.5630761321495245,-0.3696266062566724,0,0
-0.3356888005549436,-0.5594276183310791,-0.3696266062566724,0,0
-0.3329915750184394,-0.5583965165997794,-0.37264140673911084,0,0
-0.33514935544764274,-0.5584758321175717,-0.37342051248176344,0,0
-0.332784096131016,-0.5566515752083491,-0.3722349167864225,0,0
-0.33896696697623324,-0.5603794045445866,-0.3733527641563154,0,0
-0.33506636389267336,-0.5601414579912097,-0.3771127962186825,0,0
-0.3405438065206511,-0.5607759821335481,-0.3705412086502211,0,0
-0.3336140116807096,-0.5601678964971405,-0.3723365392745946,0,0
-0.3358132878873976,-0.5604851585683097,-0.37206554597280234,0,0
-0.33817854720402435,-0.5577619924574411,-0.36874587802584763,0,0
-0.3372241443218767,-0.5586080246472255,-0.37179455267101014,0,0
-0.3337799947906483,-0.5599035114378329,-0.36986372539574053,0,0
-0.33494187656021934,-0.558555147635364,-0.3709815727656335,0,0
-0.3366432034370912,-0.5573654148684797,-0.37426736654986414,0,0
-0.33573029633242824,-0.5612783137462325,-0.36999922204663666,0,0
-0.33697516965696866,-0.5596126878725945,-0.3701685928602568,0,0
-0.3431995362796706,-0.5606966666157558,-0.37440286320076027,0,0
-0.33593777521985163,-0.5606173510979635,-0.3708799502774614,0,0
-0.33784658098414694,-0.5602736505208635,-0.37118481774197765,0,0
-0.33830303453647836,-0.5593747413192176,-0.3685765072122275,0,0
-0.3339874736780717,-0.5608552976513403,-0.3705412086502211,0,0
-0.33087529036672075,-0.5594804953429406,-0.37162518185738996,0,0
-0.33390448212310236,-0.5598241959200406,-0.3698975995584646,0,0
-0.33809555564905497,-0.5597977574141099,-0.3713203143928737,0,0
-0.33780508520666225,-0.5613840677699556,-0.3700330962093607,0,0
-0.33120725658659816,-0.5600885809793482,-0.37037183783660094,0,0
-0.3390914543086873,-0.5586080246472255,-0.37331888999359136,0,0
-0.3363942287721831,-0.5583700780938486,-0.36952498376850024,0,0
-0.33801256409408564,-0.5614633832877479,-0.37037183783660094,0,0
-0.336145254107275,-0.5605380355801712,-0.3713880627183218,0,0
-0.34083427696304386,-0.5596126878725945,-0.36745865984233456,0,0
-0.3363942287721831,-0.560326527532725,-0.3701685928602568,0,0
-0.336933673879484,-0.5594804953429406,-0.37230266511187055,0,0
-0.3376805978742082,-0.5573389763625489,-0.3708122019520133,0,0
-0.3366432034370912,-0.560115019485279,-0.37304789669179916,0,0
-0.3365602118821219,-0.5594276183310791,-0.3720994201355264,0,0
-0.3388424796437792,-0.5603794045445866,-0.3700330962093607,0,0
-0.3362282456622444,-0.5588459712006024,-0.37050733448749706,0,0
-0.336933673879484,-0.5591896717777023,-0.37342051248176344,0,0
-0.34104175585046725,-0.5600885809793482,-0.36888137467674376,0,0
-0.33456841456285724,-0.5566780137142798,-0.3676619048186787,0,0
-0.3360622625523057,-0.5577884309633718,-0.37162518185738996,0,0
-0.3373071358768461,-0.5586080246472255,-0.3693556129548801,0,0
-0.3361037583297904,-0.5585815861412947,-0.3731156450172472,0,0
-0.337058161211938,-0.5595333723548022,-0.3701347186975328,0,0
-0.3397553867484422,-0.5592954258014253,-0.372878525878179,0,0
