Sensor_0,Sensor_1,Sensor_2,Sensor_3
100966,104332.75,101641.75,114014
100963,104339.25,101836.75,114025
100959,104335.75,102067,114025.75
100964,104327,102301.25,114044.5
100959,104339,102543.5,114042.5
100959.75,104343.25,102838,114045
100958,104347.5,103085,114045.75
100969.5,104367.5,103422.5,114047.25
100953.75,104377.25,103764.75,114077.5
100957.75,104407.75,104089,114099.25
100956.25,104435.5,104494.75,114144.75
100945.25,104427.75,104908.25,114180.25
100954.75,104456.5,105390.75,114255.25
100963,104489.5,105812.75,114309
100955.75,104517,106271.5,114376
100957.5,104513.5,106670.25,114448.75
100960.25,104507,107100,114489
100938.75,104495,107541.5,114516.25
100943.5,104480.25,108016.75,114519
100936.75,104470,108512.5,114523
100942.25,104459,109029.25,114520
100935.25,104496.25,109640.25,114524
100941.25,104534.5,110305.5,114546.5
100947.25,104586.75,111031,114598.75
100945.75,104631.5,111662,114666.25
100943.25,104668.75,112476.25,114814
100946.5,104712,113249.25,114997
100959.25,104694,113888,115161.75
100946,104671,114513,115214.25
100935,104657.25,115156,115240.75
100935.25,104621.5,115780.25,115247.25
100918,104594.5,116446.75,115214.75
100916.75,104587.5,117048.5,115208.25
100924.75,104604.5,116900.75,115196.25
100918.75,104603.5,116799.5,115207.5
100925.25,104599.25,116716.25,115206.75
100916.25,104605.75,116656.25,115202
100920.75,104608,116600,115200.5
100925.75,104602.75,116549.75,115205.25
100924.25,104610.5,116499.25,115193
100923.25,104603.5,116475.25,115202.75
100931.75,104599.5,116441,115199.75
100917.75,104610,116405.25,115200
100926.5,104593,116384.5,115199
100923.5,104598,116354.75,115196
100925.25,104607,116328.25,115194
100923.25,104599,116310.5,115190
100927.75,104599.75,116298.25,115192
100918.75,104599,116278.25,115192
100928,104599.25,116260,115189.75
100929,104598,116237,115191
100916,104598.25,116229.75,115189
100928.75,104606.25,116190.25,115181
100924.75,104599.75,116191.5,115196.25
100931.75,104595.75,116178.5,115197.5
100928.75,104606.25,116171.75,115186.5
100925.25,104595,116164.5,115180.75
100932.75,104604,116142,115191.25
100928.5,104600.5,116135.25,115189
100926.5,104607,116119.25,115174.5
100931.25,104599,116119.5,115180.75
100930.75,104590.25,116097,115188.25
100926.25,104601,116085,115194.25
100927,104594.5,116086.25,115183.5
100928.25,104602.75,116072,115193
100928.5,104596.75,116063.75,115184.25
100928.5,104589.5,116059.5,115189.75
100935.75,104604.25,116045,115185
100936,104603.25,116032.75,115181.25
100929,104594.25,116022.5,115180.25
100927,104600.25,116004,115186.75
100932.5,104596.5,115992,115182
100928.5,104596.25,115989,115187.25
100924,104593.5,115978.5,115183.5
100935.25,104596.75,115966.75,115186.75
100932.5,104600,115953.25,115181.5
100924.75,104597,115948.75,115193.25
100924.5,104592.25,115946,115185.25
100933,104592,115943.25,115179
100932.25,104591.5,115926.5,115184.25
100925.5,104598,115931,115180.5
100934.75,104598.25,115917,115184.25
100939.25,104596.5,115907,115191.25
100931.25,104599.25,115912.75,115176.75
100929.5,104593.75,115911.5,115186
100933,104602,115898.5,115182.25
100939.75,104599,115900.5,115191
100932.5,104590.5,115882.5,115175
100932.75,104593.25,115877.5,115185
100930.25,104599.5,115884,115180.75
100942.5,104602,115863.25,115177.5
100938.25,104596,115871.75,115192.75
100940.75,104597.75,115872.25,115183.75
100938.5,104599.25,115853.25,115180.5
100929,104600.5,115857.25,115186
100934,104595.75,115845,115179.75
100937,104603,115847,115175
100935.75,104594.5,115853.25,115183
100939.25,104597.5,115838.25,115184
100935,104595.5,115833,115186
100936.75,104589.75,115835,115185.5
100938.75,104597.75,115843.5,115177.75
100935.5,104590,115829.5,115168.5
100943.75,104597,115823.25,115185.75
100941,104594,115819.75,115176.75
100932.25,104598.25,115817.5,115184.5
100930.75,104606.75,115809.5,115173.5
100931.25,104597,115821,115174.75
100939,104591.75,115808.75,115179.25
100937.25,104589.5,115801.5,115181.25
100935.5,104597,115800.25,115177.75
100943.75,104601.25,115799.75,115183.75
100943.25,104607.75,115784.25,115181.25
100939.25,104594.5,115790.75,115171.5
100940.5,104598,115786.25,115170.75
100929.25,104611.75,115778.5,115183.5
100943.5,104600,115778,115176.75
100938.5,104595,115767.5,115184.25
100936,104596.75,115784.5,115179.5
100937.25,104591,115765.25,115174.75
100935.25,104600.5,115769.25,115179
100938,104592.25,115769,115180.25
100942.5,104594,115757.5,115178
100944.25,104601.75,115757.5,115180.75
100935,104596.5,115752.5,115177.75
100933.25,104598,115755.25,115184.5
100930.75,104605,115735,115185
100941.75,104595.75,115743.75,115178.5
100943.75,104592.75,115742,115178.5
100948,104600.75,115744.25,115174
100941.5,104584.75,115732.5,115169.5
100942.5,104596,115738.25,115182.25
100934.75,104602.75,115721.5,115182.5
100944.5,104596.5,115736.25,115175
100938.25,104601.5,115727.25,115181.75
100940.5,104599.75,115727.75,115186.5
100944,104593,115719.5,115185.75
100941.75,104603.5,115722.25,115178
100945.25,104589.75,115718.25,115174.5
100948,104590.25,115716.75,115174.25
100946.5,104595.25,115711.25,115175.75
100943.25,104604.5,115707,115174.75
100946.25,104598.75,115704,115177.5
100938,104600.5,115706.25,115181.75
100940.5,104597,115708,115176
100941.5,104598,115702.5,115181
100944.75,104599.75,115702,115171.5
100941,104599.5,115694.5,115182.75
100938.5,104600.5,115700.75,115176.25
100948,104602.5,115694.5,115185.75
100946.25,104595.5,115692.75,115176.5
100942.75,104597.25,115690.75,115187.25
100941,104587.25,115696,115185
100939.75,104595.5,115688.5,115177.25
100944.75,104600.75,115686.25,115182.5
100954.5,104601.5,115684.75,115171.25
100946,104591.5,115681.75,115173.25
100942.75,104596,115682.5,115178.25
100942.5,104597.5,115676.75,115177.75
100951.5,104602.75,115686,115182.5
100948.75,104597,115668.75,115169.25
100949.25,104602,115676,115175
100949,104588.5,115668,115186.75
100943.25,104601.25,115676.5,115176.25
100947.75,104594.25,115662.25,115186
100947.5,104598.75,115651.5,115182.25
100946.25,104604,115665.25,115172.5
100952,104593.75,115663.75,115180.5
100942.25,104597.5,115669.5,115176.5
100948.5,104599.25,115657.5,115177.25
100939,104597.5,115663.25,115176
100940,104588,115652,115179.75
100948,104596,115645.75,115181.75
100948.75,104599.75,115654.5,115175.75
100942,104597.5,115648.75,115176.75
100946.5,104604,115649.5,115182.25
100952,104595,115641.5,115178
100947.5,104598,115653,115170
100953.5,104589.75,115647.75,115186.75
100946,104608.25,115627.5,115183.5
100949.75,104584,115643.5,115180.5
100951.5,104589.75,115641.75,115179.25
100940.75,104590.25,115630.75,115164.5
100947,104593.25,115637.75,115195
100945.75,104594.75,115626,115176.5
100955,104598,115638.75,115168.5
100948.25,104591,115627.75,115184.75
100945,104590.5,115628.25,115176.75
100952.5,104593.5,115621,115177.75
100951.5,104591.75,115624,115174.25
100939.75,104599.75,115618,115181.5
100948.75,104600.5,115627.5,115179.5
100954,104599,115613,115181.25
100951.5,104599.25,115624,115180
100958.25,104598.75,115633.75,115193.5
100950.25,104598.5,115622.75,115175.25
100946,104594.25,115606.25,115172.75
100943.5,104600.5,115619,115178.5
100942.75,104603.5,115612.75,115185.5
100947.75,104596.25,115605.5,115177.5
100954.25,104592.25,115616,115178.25
100945.5,104597,115609,115179.5
100947,104603.25,115616.5,115182
100950.25,104595.5,115610,115172.5
100952.5,104593.75,115601.25,115178.5
100960,104593,115614,115175.25
100951.25,104593.75,115608.5,115182
100947.25,104599.25,115604.75,115176
100949.75,104589.5,115595.5,115182
100947.5,104596.25,115599.25,115168.75
100950,104595.75,115603,115168.75
100937.25,104590.5,115594.25,115178.75
100946.5,104600.75,115602.25,115178
100950.25,104608.25,115585.5,115178.25
100957.25,104589.75,115600,115171
100951.25,104597.75,115594,115184
100948.25,104596.25,115586,115175.5
100944,104598,115590.75,115182.75
100949.5,104595.5,115594.5,115182.75
100945,104595,115596.25,115179
100949.5,104606,115581.75,115180.5
100957,104591.5,115578.5,115178
100948.25,104592.25,115587,115187.5
100946.5,104591.75,115576,115183.75
100948.75,104603.75,115577,115181.25
100954.5,104594,115584,115169.25
100947.75,104599.5,115576.25,115186.25
100954.25,104591.5,115588,115176.5
100958.5,104599.5,115582.5,115242.75
100943.75,104584.75,114794.5,115290
100951.75,104601,113932.5,115307.5
100964,104635.5,113139,115247.25
100960,104665.25,112392.25,115174.75
100969.25,104680.75,111667.5,115096.25
100976.25,104712.75,111032.25,114941.5
100983.25,104721.75,110248.5,114802.75
100978.75,104702.5,109477.75,114638.75
100991.5,104671.25,108701.5,114500.25
100986.25,104612.25,107945,114420.75
100978.25,104523,107231.25,114409.25
100967.75,104444.25,106607.75,114424.75
100974,104411,106092.25,114455.75
100972.25,104401.25,105722.5,114462.5
100984.75,104393.25,105362,114503
100985.25,104425.75,105051.25,114529
100980.25,104456.25,104739.25,114523.25
100996,104507.75,104313,114482.25
100999,104545.5,103965.25,114393.25
101000.25,104567,103633.25,114289.5
100999,104568.75,103261.25,114191.25
101002.5,104563.5,102869.5,114094.75
100994.75,104516.5,102522.75,114019.75
101004.25,104455.5,102143.5,113990.25
100992.5,104395.5,101771.5,113961.25
100993.25,104346.5,101485.5,113955.25
100990.5,104317.75,101216.5,113971.75
100984.75,104286.75,101020.5,114004.25
100991.75,104291.25,100892.5,114026
100995,104292,100744.5,114045.75
100999.75,104316.75,100682.25,114047.75
101003,104334.5,100651,114030.5
101002.5,104359.25,100600.5,114010.5
100997.5,104352.5,100655.5,113994
100992,104349.25,100914.75,114002.5
101005.75,104346,100948.25,114011.75
101003.25,104340,100966.75,114014
101011,104340.25,100978.75,114010.5
101001.5,104346.75,100998.5,114012.75
100996.5,104344.75,101020.75,114017
100994.75,104337.5,101028.25,114019
100996,104351.25,101046.25,114013.25
101001.75,104343.75,101064.25,114011.25
101001.75,104347,101080.75,114013.25
100992,104334.75,101079,114016.25
101007.25,104342.25,101096.5,114019.25
101001.25,104339,101099.75,114012.75
101002.5,104340,101113.75,114015.75
101005.75,104340,101116.25,114016
101003.5,104343.25,101125.25,114021.25
101001.25,104338.75,101128.5,114013.5
100993.5,104342.25,101135.25,114016.25
100999.75,104343.75,101145.75,114010.25
101000.25,104341.5,101141.75,114016.5
101000,104342,101151.25,114013.5
101004.25,104335.75,101168,114012.5
101001.5,104341.75,101171.75,114017.75
101000.25,104337.5,101171.5,114013
101000.5,104340,101184.5,114009.25
101003.5,104347.25,101178,114014.75
101002,104338.25,101193.25,114013.5
100991,104336.75,101191.5,114003.25
100998.75,104344.5,101194,114012.75
101010,104344.25,101206.5,114010.75
100990.75,104340,101204.5,114005.5
101000.75,104338,101208.25,114007.25
100999.75,104338,101208.25,114013
100995.25,104340.5,101221,114007
100995.75,104343.5,101220.75,114009.25
101002.75,104350.75,101229.75,114013.5
101003.75,104341.5,101237.25,114005.5
101010,104352.25,101236,114018
100994.25,104333.25,101239.75,114012.75
101004.75,104341.75,101252.75,114012
101003.75,104341.5,101250.25,114011
101006.5,104331.25,101257.75,114002.25
100996,104339,101269,114009
101007.75,104342.75,101263.5,113999.75
100994.5,104334.75,101266,114020.25
100999.5,104344.25,101270.25,114016.25
101009,104336.25,101265.75,114009.75
101007.75,104342.25,101285,114004.25
100998,104340,101273.75,114008.75
100999.75,104334.25,101272.5,114010.75
101001.5,104343.75,101269,114005.25
101001.25,104337.75,101286.25,114007.25
101003.5,104350.5,101291,114013.25
101002.5,104338.75,101292,114015.5
101008.25,104342.5,101285.75,114007.75
101002.75,104341,101290.25,114010.25
100998.25,104340,101290.75,114013
100991.5,104337.75,101289.5,113999.25
100996.75,104339,101311,114008.5
101003.75,104341.5,101298.75,114011.75
101001.25,104341.5,101304.75,114010.75
100997,104340,101307,114010
101006,104348,101294,114004
101003.75,104343,101305.25,114008
100999.5,104340,101307.25,114008.75
101004,104334.75,101311.75,114012
101003,104337,101316.25,114011
101001.75,104339.5,101315.75,114011
101003,104341.25,101325,114014
101002,104338.75,101326.75,114001.75
101004.5,104341,101329,113999.25
101000.25,104343.25,101318,114006
101008.5,104341.5,101328.25,114003.25
101006.75,104340.75,101324.75,114016.5
100996.75,104336.5,101338,114008.75
100996.5,104343.5,101327,114012.75
100999.5,104331.25,101335.5,114007.25
101006.75,104346.75,101332,114005
101001,104343.25,101336.75,114005.75
101004.5,104342.25,101350.75,114009.5
100993.5,104347,101342.25,114011.5
101004.75,104335.25,101347,114005.75
101006.5,104342.25,101343,114018.75
101000.75,104342.25,101345.75,114005.5
100998,104340.25,101346.25,114008.75
101004.75,104338.75,101344.75,114018.5
101000.25,104341.5,101345.5,114005.75
101003.75,104339,101356.75,114010.5
101004,104339.25,101353.5,114010.25
101004.75,104336.25,101354.5,114003
100997.5,104347,101355.75,114005.25
101002.25,104339,101358.75,114013.5
101004.75,104335.75,101359.75,114010.25
101006,104342.5,101354,114007.75
100998.75,104344,101365,114009.5
101010.75,104346.25,101357.5,113998.75
101008,104339,101362,114014
101007.5,104339.25,101371,114005
101013.25,104346.5,101368,114008.5
100994.75,104338.75,101367,114003.5
101008.75,104340.5,101363,114015.75
101000.75,104341,101375,114010.5
101011,104332.75,101371.25,114011.25
101009.25,104334.75,101370.75,114013.25
100997.5,104343.75,101371.25,114004.5
100999.75,104350,101379.5,114014.5
101005.75,104349.5,101367.75,114006.5
101001.25,104338.5,101386.5,114005
100995.25,104336.25,101380.5,114007
100998.5,104343.75,101369.75,114008.75
101005.25,104337,101379,114010.25
101001,104336.5,101377,114012.5
101005.75,104336,101381,114013
100999.5,104336,101385.5,114018
101010.25,104332.75,101379,114012.5
101000.5,104345,101375.5,114004.5
100996.25,104337,101374,114011
101003.25,104335.25,101386,114021
101005.25,104340,101377.75,114009.75
100997.75,104339.5,101380.75,114005.5
101000.25,104337.5,101375.25,114011.5
100991.75,104335.25,101383,114007
101002,104332.75,101396.25,114015.25
101003.25,104341.25,101382.5,114011.75
101009,104328.25,101394,114010.75
101001,104342.75,101385,113996.25
101001.75,104336.25,101384,113994.25
101006.5,104328,101388.25,114010.25
101008.5,104336,101386,114008.25
101004.5,104346.5,101397,114010.75
100995.75,104343.75,101393.5,114003.25
101008.75,104343.75,101388.25,114022.5
101001,104335.5,101391,114007.25
101011.25,104343.5,101395,114005
101003.5,104336.75,101397.75,114011.5
101007.5,104337.5,101394.5,114001.25
101009.75,104339.5,101393,114005.75
101009,104340.25,101397,114008.5
101011.5,104343,101396.75,114008
101006.75,104333.75,101402,114007
101014.25,104340.25,101404.25,114005.75
101014.5,104341,101397.25,114014
101009.5,104341.75,101406.5,114012
101010.25,104337,101399.25,114009.5
101004.75,104346.25,101401.5,114017.25
101011.25,104340.75,101402.5,114013.5
101009.5,104345.5,101401.75,114007.25
101011.75,104335,101405.25,114008.75
101003,104341.75,101403.75,114010.75
101004.25,104341.75,101415.25,114009.75
101003.25,104340,101408.5,114019
101012.5,104335.75,101422.75,114010
101003,104335.5,101403,114008
101003.25,104332.75,101404.5,114012.25
101004.25,104342.25,101406.75,114013
101003,104341.75,101410.75,114003.5
100999.5,104340.5,101411,114016
101000.75,104337,101405.75,114016
101009.5,104350.25,101410.75,114012.25
101006.25,104341.75,101411,114013.25
101007.25,104325,101405.25,114014.5
101006.5,104341.75,101407.75,114010
101005.25,104341.5,101411.25,114017.25
101012.75,104333.5,101407.75,114012
101007.25,104340.75,101404,114003.5
101008.75,104335.5,101411.25,114020.25
101005.5,104342.5,101416.75,114008.75
101008.25,104342.25,101410.5,114011
101006.25,104337.25,101412.25,114014.75
101008.5,104337,101408.75,114005.75
101009,104345.25,101418.5,114005.5
101008,104339,101418.75,114008.75
101008.75,104342.75,101418.25,114009.5
101014,104340,101412.5,114016.5
101006.75,104341.5,101422.25,114008
101010.5,104341,101413.75,114013
101006.25,104338,101424.5,114016.5
100997.25,104350.25,101413.75,114010.25
101007.5,104349.25,101419.5,114012.25
101004,104343,101422,114017
101006.5,104342,101429.75,114008.75
101008,104338.75,101421.75,114004
101010.75,104339.25,101410.75,114004.5
101018,104341.5,101415.25,114011.75
101008.5,104343.25,101421.5,114004.25
101009.25,104335.25,101423.5,114006.5
101013.75,104353.75,101430,114007.25
101011,104350,101429.75,114003.75
101005.5,104338,101428.5,114008.25
101006.5,104331.5,101422.25,114013.5
101015.5,104355,101422.25,114007
101013.25,104338,101420,114011.5
101012.25,104341,101424,114004.25
101011.75,104340.5,101425,114019.75
101015.5,104339.5,101430.5,114011.25
101011,104339,101426,114008.75
101004.25,104337.75,101434,114008
101002.5,104337.25,101431.5,114004
101016,104335.5,101425,114013
101006.25,104335.25,101426.5,114013.5
101012.25,104335.75,101435.25,114012.75
101012.25,104344,101434.5,114016.5
101005,104329.75,101430.75,114009
101005.75,104336.25,101428.25,114006.75
101006.5,104341,101438.75,114011.75
101005.5,104340.25,101423.5,114010
101014.5,104344.5,101433.75,114011.5
101025.75,104338,101431.75,114010.25
101016.25,104335,101430.75,114019.5
101015.5,104335.25,101439.25,114012
101009.5,104339.25,101435,114004.25
101013.75,104341.5,101438.75,114005
101012.25,104343.75,101437.25,114013.75
100999,104345.5,101423.25,114016.25
101011,104342.5,101433.75,114006.75
101005.5,104341.25,101434,114013
101003.75,104341.75,101436,114009.25
101000.25,104345.75,101438,114017.5
101006.5,104330,101437,114006
101013.5,104341.25,101429.75,114010.5
101007.75,104339.25,101437,114007.5
101012.75,104341.75,101440,114013
101006,104341,101435.75,114015.75
101014,104341.25,101432.25,114005.5
101009.25,104334,101434.75,114017.5
101004.5,104338.25,101432.75,114011.5
101011.25,104342.25,101443.75,114009.5
101013.75,104339,101441.25,114013.5
101012.25,104343.5,101450.25,114019.25
101013,104347.75,101439.25,114020.75
101015.75,104341.5,101442,114015.5
101016.25,104342.25,101443.75,114017
101019.75,104342.25,101440,114007.25
101007.5,104336.25,101442.25,114007
101013.25,104339.75,101443,114008
101012.75,104344,101441.5,114018
101015.5,104343.25,101441,114003.5
101014.5,104336.25,101449,114013.75
101006.5,104339,101448.75,114010.75
101014.75,104336.25,101444.5,114011.75
101010.25,104344.25,101448.25,114016.75
101015,104337.75,101456.5,114013.75
101013.75,104333,101439.25,114014.25
101009,104336.25,101451.5,114008.25
101013.5,104335.75,101435.5,114010
101011.25,104333.75,101451.5,114012
101019.25,104348,101450.5,114006.25
101015,104338,101441.25,114008.75
101015,104343.25,101449.25,114016.25
101008.5,104341.5,101447.5,114013.75
101025.75,104340.75,101443.25,114018.25
101012.25,104342.75,101457,114018.5
101011.75,104333,101447.25,114014.75
101013,104336,101459,114018.75
101009,104346.75,101447.25,114018.75
101009.5,104341.5,101446.25,114017.25
101011.5,104342,101452.25,114000.75
101018,104340.75,101452.75,114010.25
101012.25,104338.25,101449,114016.75
101011,104338.75,101449.75,114021.75
101016,104339,101446.5,114016.75
101018.75,104337,101450.75,114015
101010.5,104345.5,101450.25,114027.5
101016.5,104342.75,101460,114008.75
101022,104344.5,101458.75,114019.75
101016.25,104344,101454,114017.75
101008.75,104341,101453.25,114007.75
101020,104339.75,101449.5,114012.5
101016,104348.75,101452.75,114010.75
101013.75,104341.25,101453.25,114011.75
101010.25,104341.75,101452.5,114005.75
101013,104339,101455,114013.25
101023.5,104345.25,101469.25,114012.75
101016.25,104331,101455.75,114007
101019,104345.75,101452.75,114016
101014.5,104337,101458,114016
101016.5,104335.75,101455.5,114012.25
101015.25,104339.5,101461.75,114018.75
101021,104348,101461.5,114045
101018.5,104336,101461,114148.5
101013.5,104341.25,101457.5,114330.75
101012,104335.5,101461.75,114572.5
101013.5,104335,101458,114827.5
101017.75,104333.5,101460.75,115118
101013.5,104338.25,101483.75,115431.75
101008.5,104326.75,101488.5,115762.25
101015.25,104339.5,101506.75,116135.75
101017.5,104333.25,101543.5,116454
101024.25,104332.75,101567.25,116852.75
101019.25,104337.5,101583.5,117313.25
101020,104334.75,101590.5,117771.75
101017.75,104343.5,101636.75,118320.25
101024.25,104337.25,101677.5,118843.25
101024,104338,101687.5,119323.25
101023.25,104331.5,101700.5,119693
101026,104335,101698.25,119664.25
101029.5,104331.5,101700.5,119630
101023,104329.75,101688.25,119620
101015.5,104332.75,101690,119620.25
101019.5,104337.5,101687.5,119602.5
101022.75,104338.25,101676.5,119590
101022,104334.5,101697.25,119587
101023.25,104332,101683,119572.25
101019.5,104329.25,101679.5,119571.25
101018.75,104344.5,101681.5,119569.75
101023.75,104333.75,101685.75,119557.25
101027.5,104336.75,101683.5,119553.75
101022.5,104331.75,101686.5,119547.25
101021,104330.25,101684.25,119546
101019.5,104343.25,101683.5,119546.5
101017,104336.75,101676.25,119540
101021.5,104334.75,101681,119525.5
101015,104335.5,101683,119526.5
101029.5,104323,101677.5,119525.5
101022.25,104337.25,101681.5,119525
101034.5,104335,101688.25,119516
101025.75,104329.25,101684,119518.75
101023,104328.75,101676.5,119517.25
101016.5,104338.5,101686,119517.25
101019.5,104328,101688.75,119523.5
101023.75,104335.75,101674.75,119521.75
101012.25,104333.75,101688.5,119508.75
101027.75,104337.5,101688.5,119513
101024,104334.5,101678.5,119506
101022.5,104335,101683,119508.75
101020.75,104330.5,101672,119499.25
101023.5,104336.5,101676,119502
101023.75,104334.75,101681.75,119501.25
101015.75,104324.25,101683.5,119495.25
101026.5,104329.75,101683.25,119494
101020.25,104346.75,101680,119507.25
101018.75,104341.75,101670.75,119500.75
101016.75,104324.75,101685.75,119500.75
101017.25,104333.25,101685.75,119485.75
101024.25,104326.5,101690.75,119482.5
101017.5,104323.5,101680.75,119492.25
101025.75,104329,101684.5,119490.75
101023,104334,101686,119482.75
101028.25,104330.25,101678.5,119490
101015.5,104324.25,101686,119488
101022,104335.75,101678.5,119493.75
101022,104332.75,101676.5,119499.25
101022.75,104340,101684.75,119494
101029.75,104330.5,101683.25,119483.25
101027,104322.75,101684.5,119480.5
101025.5,104336.5,101686.75,119482.25
101027,104340.5,101682.75,119479.5
101021.75,104328.5,101696,119466.25
101019.25,104336.75,101686.75,119471.75
101013.75,104335,101681.25,119478.75
101021.5,104331.5,101680.5,119481.75
101023.75,104336.5,101682.25,119484.5
101025.25,104332.5,101688.75,119485.25
101021.5,104329.5,101682.5,119473.5
101027.5,104325,101688.75,119473
101025,104331.25,101683.75,119473
101030.5,104337.5,101688.5,119479.5
101027,104331.5,101682.75,119481.25
101018.5,104336.75,101682.5,119479.5
101018.75,104332,101681.75,119474.25
101025.5,104335.25,101674.5,119483.25
101015,104326,101685.5,119478.5
101015.25,104331,101686.25,119469.25
101026.5,104338.5,101679.5,119481.25
101025.75,104331.25,101692.5,119482.5
101021.5,104339,101689.75,119470.25
101025.25,104335.25,101677.25,119476.75
101020.75,104334.5,101681.5,119483
101021.25,104334,101691.25,119467.75
101028,104329,101687.5,119468.5
101026,104340.5,101684.75,119469.5
101028,104343.75,101684,119470.25
101025.5,104341.5,101689.75,119470.5
101026.25,104329.75,101681.5,119470.5
101024,104330.5,101691.25,119470.5
101026.75,104331,101690.25,119484.25
101030.75,104336.5,101681,119466
101024.25,104333,101692,119469.25
101025.75,104336.25,101688.25,119467.75
101022.75,104332.5,101679.75,119468
101023.75,104328.25,101683,119475
101031.75,104334,101695.25,119473
101027,104325.75,101683,119467.25
101027.25,104334.25,101690.5,119466.75
101029.25,104335.25,101691.5,119461.25
101030.5,104330.25,101693.75,119466
101020.75,104333.75,101686.25,119469.75
101028.5,104333.5,101686.75,119464.25
101017.75,104331.25,101695,119457.75
101031.25,104336.25,101687.75,119458.75
101028.75,104334.5,101691.5,119465.5
101023.75,104328,101684.75,119463.75
101018.25,104334.25,101689.75,119464.5
101022.75,104333.5,101684.25,119477
101017,104336,101688.25,119469
101030,104338,101699.5,119461
101017.25,104338.75,101683.5,119469.25
101027.25,104337.25,101688.75,119477.25
101024.75,104339.25,101689.75,119463.25
101024.25,104339.75,101690.25,119456
101023,104341.25,101691.5,119461.25
101033,104335.25,101684.5,119458.25
101022.75,104334.5,101699.25,119464
101023.25,104337,101691.5,119455.75
101024,104336.75,101692.5,119463.75
101024.5,104333.75,101691.5,119456
101023.25,104335.75,101687.75,119462.75
101031.25,104320,101687.75,119447
101026,104335.5,101692.25,119461
101025.75,104339.75,101680.75,119465.5
101022.25,104334.25,101686.75,119460.25
101029.25,104335,101688.75,119465.75
101025.25,104330.25,101689,119455.25
101028.75,104336.5,101690.5,119448.75
101023.75,104333.25,101699.5,119451.5
101031.75,104333.25,101689.25,119456
101024.25,104328.25,101690,119468.5
101031.75,104334.75,101695,119460.5
101026,104342,101698.5,119457.75
101023.25,104329,101689.5,119460.75
101028.5,104328,101696.75,119459.75
101032,104332.75,101690.75,119456.75
101027.75,104328.25,101698,119455.5
101037,104327.5,101702.25,119448.25
101033.5,104326.25,101684.5,119460.75
101034,104330.25,101688.25,119455
101030.75,104335.5,101691.75,119452
101019.75,104334.25,101691.75,119452.5
101030,104331,101684,119460.75
101023.75,104335.25,101692.25,119454.25
101038.25,104331.75,101689.25,119453.75
101031.25,104332.75,101700,119470.75
101025.25,104328.25,101687.5,119445
101027.75,104335.25,101700.5,119460.25
101022.5,104335.75,101688.5,119463.75
101024.25,104330,101690.25,119447.5
101033.25,104327.25,101692.25,119454.5
101030.75,104326.75,101689,119445
101039,104327.75,101695,119449.75
101032.75,104340,101694.75,119444.25
101024,104335.75,101694.75,119456.75
101031.5,104337.75,101692.25,119456
101032.25,104333.25,101696.75,119451.5
101026,104328.25,101690.25,119452.5
101026.5,104340,101697.5,119450
101019.75,104331,101692.5,119449.75
101018.5,104331,101694.75,119449
101031.75,104337,101682.75,119447
101028.25,104333.75,101691.5,119456.75
101029,104336,101701,119450.25
101032.25,104331,101704.75,119451.75
101030.75,104338,101698.75,119449.75
101026.25,104335,101689.75,119377.75
101027,104335.75,101711.5,118985.25
101033.5,104325.5,101704,118448.25
101025.5,104341,101684,117867
101029.75,104330.5,101658,117259.5
101027.25,104334.75,101628.75,116784.25
101027.5,104329,101579.25,116341.5
101029.25,104331.75,101543.5,116032.25
101027,104330.5,101501.25,115682.75
101030.5,104326.25,101475.75,115298.25
101036.25,104332.5,101462.25,114937.75
101028.25,104339.25,101447,114675.5
101036.75,104335.5,101466.5,114431.75
101030.75,104335.25,101451.5,114201
101027.25,104344.75,101467.5,114018.75
101029.25,104339.25,101492,113868
101018.5,104343.5,101488.5,113773
101024,104341.75,101482.5,113806.5
101023.75,104340.75,101478,114019.25
101026,104345.25,101483,114032.5
101034,104342.75,101479.75,114034.5
101026.5,104325.5,101473.25,114033
101028,104331.25,101475,114043.5
101023.75,104339.75,101476.75,114026
101031.25,104340.75,101476.75,114038.75
101031.5,104335.75,101476,114032.25
101024.25,104336,101485.5,114032
101042,104344.5,101482.75,114037.25
101040.5,104335.25,101485.5,114047.75
101036.5,104338,101489,114039
101025,104347,101485.5,114031.5
101032.5,104343.75,101489.25,114041
101026.75,104340.5,101492,114035.75
101034.25,104333.5,101488.25,114042
101029.75,104340.25,101489,114034.5
101030.25,104340.75,101488.25,114039
101029,104341.5,101487.5,114042.75
101034.75,104341.5,101491,114031.75
101030.25,104342.25,101482.75,114031.25
101025.5,104339.75,101483.75,114034.25
101034.5,104343.75,101483.75,114030.5
101033.5,104337.75,101485.25,114029.75
101033.75,104336.5,101499.25,114036
101031,104348.25,101483.75,114037
101025.25,104340.25,101482,114028.75
101030,104330,101493,114041.25
101037.25,104346.75,101483.25,114030.25
101025.5,104340.75,101488.25,114038.25
101029.25,104346.25,101484.25,114031.5
101032.5,104328.75,101488,114036.25
101035.5,104334.5,101486,114020.75
101028.25,104338,101486.75,114033.25
101040,104340.25,101492.75,114029.25
101030,104332.75,101483,114039
101034,104335.5,101497.25,114036.75
101024.5,104341.75,101487.25,114028.75
101033,104343,101492,114030.25
101027.75,104345.75,101489.75,114026
101030.75,104353.5,101491.25,114036.25
101037.75,104340.75,101487,114033.5
101033.5,104339,101493.5,114037.25
101034.25,104340.5,101493.25,114038
