Sensor_0,Sensor_1,Sensor_2,Sensor_3
110593,105481.25,101542.25,113994.5
110584.25,105492.25,101542,113998.75
110572.75,105487.25,101545.5,113987
110571,105489.5,101549.75,114000
110565.75,105486.25,101541,113992.25
110549,105481.75,101543.5,113997
110562.75,105496.5,101546.5,113996.5
110542.25,105486.25,101539.5,113993
110542,105486,101546.25,113992.75
110522,105501.75,101542,113996.25
110529.25,105477.25,101533.5,113989.5
110521.75,105482.5,101543,113994.5
110504,105482.75,101539.25,113985.75
110503.5,105481.5,101550,113997.5
110493.75,105481.5,101539.75,113992.25
110487.5,105490.5,101541.75,113989.75
110472.75,105484.75,101544.5,113992.75
110471,105491.75,101544.25,113994.75
110452.75,105486,101546.75,114003.25
110460.25,105478,101544.25,113991.5
110455,105482.75,101539.5,113996.75
110446,105490.25,101542.25,113998.5
110444.25,105491.5,101544.25,113990.5
110435,105484.75,101553.25,113988.25
110436.75,105482.5,101545.75,114001.5
110430.5,105489.25,101531.25,113991.5
110424.75,105492,101539,113981.25
110406.75,105483.75,101539.5,113991.25
110413.5,105484,101540.75,114002.25
110400.5,105486.5,101547.25,113997.25
110399.75,105488,101549.25,113993.75
110391,105484.25,101546,113989.5
110393.75,105481.5,101545.25,114001.25
110384.75,105491,101546.5,113987.5
110382,105483.75,101538,113994.25
110376.5,105481.25,101550.5,114002.75
110368.75,105483,101538.25,113985.25
110369.25,105483.75,101538.25,113998
110366,105487.25,101545.25,114005.75
110354.25,105476.25,101538.5,114001
110356.25,105482.75,101538.75,113991.25
110352.5,105483.5,101543.25,113996.75
110354.75,105479.75,101544,114000
110346.25,105484,101540.25,113991.75
110343,105479,101545.25,113997
110330.5,105487.75,101547.5,113991.5
110333.5,105480.75,101545,114005
110327.5,105481.75,101533.25,113992.25
110321,105479.5,101546.5,113987.5
110320,105485.75,101540.75,113992
110307.25,105486.25,101548,114000
110308.5,105485,101537.75,113991.5
110320,105491.75,101544.25,113986.25
110305.75,105485,101544.25,113999.75
110291.5,105488.5,101547.75,113995.25
110302.25,105484,101546.25,114000.25
110285.25,105483.75,101539,113990.75
110284.25,105490,101535,113994.5
110246.75,105542.25,101584.5,114001.5
109469.5,105550.5,101608.5,114000.75
108760.5,105547.25,101616.5,113991.25
108142.75,105487.75,101619.75,113984.5
107571.75,105420.25,101608.75,113979.75
107029.25,105319.5,101607.75,113975.5
106483,105146.25,101583,113962.5
105846.25,104993.5,101570.25,113959.5
105264,104865.75,101558.75,113970.75
104641.25,104749.75,101546.75,113963.25
104062.5,104683,101537,113961
103496.75,104647.25,101543.75,113968.25
103077.5,104659,101565.75,113982.75
102743.5,104691,101581.25,113990
102475,104716.25,101605,113977
102257.75,104747,101610.5,113975.5
102139.25,104780,101615,113974
101943.75,104763.25,101626,113960.5
101623.25,104706.5,101623.75,113970.75
101324.75,104620.5,101604.25,113956
101037,104534.75,101588,113949.5
100740.25,104426.25,101577,113958.75
100422,104332.25,101559.5,113955.5
100131.5,104283.5,101559.25,113954.5
99873.5,104222,101563.5,113952.25
99602.5,104213.25,101561.75,113962.25
99370.5,104213.25,101566.75,113974.25
99197.5,104232,101581.5,113962
99085,104266.75,101581.5,113973.5
99032.75,104289.75,101606.5,113970.25
99059.25,104312.5,101603.75,113969
99092.25,104313.25,101596.25,113962.5
99108,104302.75,101601.75,113964
99242.5,104295.75,101600.25,113956
99435.75,104292.75,101593.75,113956.75
99460,104289.25,101593.75,113965.5
99507,104282.5,101584.75,113955.5
99527.25,104292.25,101586.25,113955.75
99569.5,104300.75,101584,113964
99594.5,104295.5,101593.5,113965.75
99626.25,104294,101597.5,113975
99645.5,104299,101597.5,113959
99679.75,104291.25,101591.75,113965.75
99705.75,104296,101593.25,113962
99730,104291.25,101582.75,113958
99740.25,104299.75,101584.5,113968.5
99765.75,104295.5,101579.75,113962
99798,104288.75,101591.5,113965.25
99830,104289.25,101598,113958.5
99844.5,104299.25,101596.5,113953.5
99861.25,104288.75,101590,113963
99873.5,104295.5,101583,113965.75
99883,104293.5,101594.25,113958.75
99907,104294.5,101591,113960.5
99925.25,104300.75,101584.5,113950.25
99940.75,104298.5,101594.75,113960.25
99963.5,104290.75,101593,113961.25
99978.75,104284.25,101589.25,113968.25
99990.75,104295.75,101597.75,113961.5
100012.5,104291,101599,113969.75
100027.5,104292.5,101593.25,113959
100036,104289,101592.5,113962.25
100046.75,104297,101585.25,113957.5
100058,104293.75,101586.5,113967
100063.25,104296.5,101603.5,113958.5
100078.25,104290.25,101600.25,113959
100083.75,104296,101584.75,113962.25
100094,104299.25,101594.75,113965
100105.25,104294.75,101587.5,113964
100115,104287.75,101590.25,113966.5
100118.5,104293.25,101591,113959.75
100129.25,104286.25,101596.25,113962.75
100139.75,104287.25,101593.75,113964.5
100153.5,104292.75,101592.25,113959.5
100164.5,104289.5,101586,113960.75
100166.75,104294.75,101588.5,113970.5
100177.25,104297.25,101596,113958.5
100183.5,104295.5,101596.75,113964.75
100193.75,104288.5,101595.75,113962.75
100203.25,104289.5,101600.75,113969
100209,104296.25,101592,113968.75
100208,104297.75,101595,113958.25
100210.25,104296.5,101597.25,113968.25
100221.75,104278.75,101597,113960.5
100228.25,104300,101599.5,113965.5
100223.75,104299.25,101592,113960.75
100233.25,104293.5,101595.75,113968.5
100243.25,104289.25,101594.75,113959.75
100256,104295.5,101598,113960.25
100255,104290.75,101591.25,113962.75
100272.75,104293.25,101592.25,113968.5
100260,104292.25,101583,113970.25
100280.75,104290.25,101587.5,113960.5
100283.25,104295.25,101583.75,113964.25
100291.25,104303.75,101594.5,113969
100302.75,104300.75,101596,113965.5
100297.75,104296.25,101591,113963.75
100308.25,104294.75,101591.5,113976
100311.75,104291.5,101591,113963.25
100324.25,104295.5,101592.25,113964
100330.75,104299.75,101592.5,113966.25
100326.25,104304.75,101594.75,113972.5
100331.5,104291.75,101597.5,113963.5
100346.5,104287.25,101596.75,113963.5
100342.25,104292.5,101588.25,113965.5
100352.5,104295.5,101598.5,113970.75
100355.75,104285,101588.75,113971
100362.25,104283.75,101596,113965.5
100359.5,104293.5,101593.25,113967.75
100373,104301,101596.5,113977.5
100374.25,104291.5,101591,113964
100360.75,104288.25,101585.25,113970.5
100382.25,104292.25,101595.25,113966.25
100384.5,104295.75,101589,113973.75
100387.5,104304.5,101587.5,113970.25
100382.75,104296,101586.25,113962.25
100385,104298.5,101594.25,113967
100397,104303.25,101594.5,113966.25
100396.25,104297,101597,113967.75
100403.75,104293.25,101587.5,113960.5
100402.5,104298.75,101596.25,113965.5
100403.5,104305.25,101590.25,113971.5
100406.5,104290.25,101597,113962.5
100412.5,104293.25,101593.5,113969.5
100405,104293.5,101597.25,113972.25
100415.25,104299,101589.5,113974
100416.25,104298,101595.5,113962.25
100423.5,104290.75,101600.25,113967.5
100437.25,104294.25,101598,113967
100428,104308,101591.25,113970.25
100425,104294.25,101599.5,113975
100425.75,104306,101588,113968
100429.5,104298,101589.5,113968
100439.75,104289,101591,113966.5
100435.75,104293.75,101585.25,113978.5
100443,104299.5,101590.25,113977
100444.75,104302,101591.5,113961
100446.75,104291.5,101589.5,113971
100441.75,104300.5,101586.25,113972.75
100444,104303.5,101593,113972.75
100451,104289.25,101591,113972.5
100448.5,104294.75,101584.25,113965.5
100452.25,104289.5,101591.75,113983.5
100468.5,104297.5,101596,113967.5
100456.25,104309,101600,113960
100463,104290.25,101587,113968.25
100454.25,104286.5,101603.5,113969.75
100460.5,104298.5,101590.5,113967.75
100461,104297,101594.5,113972.75
100470.75,104296.75,101589.5,113964
100473.5,104299.5,101606,113968
100473,104298,101594.25,113964
100476.25,104301.25,101594.75,113967.5
100485.75,104296.25,101592.25,113959.75
100473.5,104296.25,101591.25,113969.75
100479,104300,101594.5,113970.5
100473,104290.75,101590.25,113966.75
100482.5,104303.25,101584,113971.25
100494,104298.75,101597.75,113965
100497.5,104302.75,101586,113973.25
100481.75,104297.75,101605.75,113964.5
100491.5,104293.25,101591,113966.5
100495.5,104304.75,101585,113972.75
100494.25,104294.25,101595,113967.75
100503.25,104299.25,101598.5,113969.75
100503,104286.75,101601.25,113964.75
100508.25,104295.5,101589.25,113972.5
100504.5,104305.5,101592.5,113973.75
100513.25,104300.5,101590,113972
100511.75,104294.5,101586.25,113963.75
100519.75,104300.25,101592.25,113967
100510.25,104304.5,101593.75,113968.75
100513.75,104296.75,101589.75,113960.75
100528,104291.25,101598,113973.25
100521.25,104295,101592.75,113966.25
100534.75,104292.5,101593.75,113972.75
100525.25,104286.25,101593.25,113972.5
100530,104304.25,101592.75,113965.75
100526,104296.5,101588,113968.25
100529.75,104307.5,101601.25,113970.75
100537.25,104301.25,101600.25,113961.5
100536.75,104295,101600.5,113964
100542,104298.5,101591.25,113963.5
100549.5,104305,101593,113967
100541.75,104297.25,101596.25,113976.5
100541.75,104304,101595.25,113970
100543,104299.5,101591.25,113959.5
100551.75,104303.25,101591,113966.25
100549.75,104299.75,101584.25,113965.75
100568.25,104295.25,101596,113974
100561,104299.5,101600.25,113964
100565.25,104298.5,101598.25,113965.25
100569,104296,101599.5,113979.25
100568.5,104299.25,101585.75,113971.5
100562.5,104299,101594,113970.75
100573,104289.5,101592,113966.25
100570,104305.75,101584.75,113961.5
100564,104304.5,101586.5,113965.75
100567.25,104298.75,101584.75,113972
100566.25,104299.75,101597.25,113964.25
100570.25,104306,101595,113966.75
100575,104288.25,101591.75,113968.75
100577.25,104303.25,101595.25,113960.75
100573.75,104309.5,101593.25,113973
100578,104293,101595.75,113973.25
100581,104302.5,101582,113968.5
100584.25,104292.25,101598.5,113962.25
100571.75,104303.75,101590,113978.75
100581.75,104300.5,101595.5,113967
100593.5,104305.75,101600,113972.75
100582.5,104304.75,101594.75,113977
100590.5,104299,101594,113973.75
100591.5,104296.5,101590.25,113971.75
100584.75,104303.25,101589.5,113969.5
100584.75,104297.75,101583.75,113963
100586.5,104303.75,101590.25,113977.5
100597.25,104300.25,101599,113973.25
100594.5,104300,101594.25,113968.75
100591.5,104303.5,101601.5,113971.25
100590.5,104304,101602.75,113974.25
100595.25,104298.75,101598,113965.25
100597.5,104298.75,101588.5,113963.5
100596.75,104296.25,101599,113971
100600.5,104304.5,101600.75,113972.75
100601.75,104299.25,101598.5,113968.25
100602.75,104300.5,101601,113981
100598.5,104307,101597.25,113964
100603.5,104305,101593.25,113961
100609.25,104294.75,101592.25,113968.25
100605.5,104300.5,101591.25,113972
100607.75,104301,101591,113972.75
100610,104302.5,101596,113972.5
100611.75,104300.25,101590.75,113971.25
100614.75,104297.5,101605,113966.75
100613.5,104300,101607.25,113968
100616.5,104303,101593.5,113973.25
100612,104304,101595.25,113969.5
100612,104303.5,101601.25,113981
100612,104296,101592.75,113971.25
100612.25,104304.25,101592.75,113968.75
100620.5,104296.75,101598.25,113974.5
100613.5,104297,101605,113972.75
100619.5,104299,101598.5,113972.75
100620.5,104303,101601.75,113973.5
100620.25,104297.25,101590.5,113981.5
100620.5,104301.5,101587.75,113974
100624.5,104304.75,101589.5,113972.75
100621.75,104298.5,101593.5,113974.75
100624.75,104305.75,101598.25,113983.75
100633,104350.75,101605.5,113974
100624,104470.25,101625.5,113970
100622.75,104653.75,101626.75,113969.25
100618.5,104841.25,101616.5,113965.5
100617.5,105074.5,101623.25,113958.5
100638.75,105342.25,101645.75,113961.75
100625.75,105570,101637.25,113968.75
100660,105804.25,101656,113962.5
100683,106135.5,101686,113953.75
100692,106487.75,101723.75,113968.5
100707.75,106869,101776.5,113959.75
100715.75,107290.5,101822.75,113955.25
100729.5,107724.25,101890.5,113969.75
100757.75,108109.75,101951.25,113971.25
100764,108550,102021.5,113969.25
100761.75,108836.5,102037.5,113972.25
100769.5,108813.25,102039.25,113977.5
100770,108798,102033,113971
100760.75,108777.75,102021.25,113967.75
100764.25,108767.5,102026.25,113972.75
100775,108765.25,102020,113972.75
100773.75,108764.75,102022,113970.5
100770.75,108751,102022.75,113978.5
100762,108742.75,102011,113969.75
100775,108741,102012.25,113971.5
100768,108738.5,102013.25,113974.75
100762,108737.5,102014.75,113975.5
100774.25,108736.5,102018.5,113964.5
100763.25,108731,102012.5,113977.5
100774.5,108714.75,102001.5,113980.25
100763,108718.75,102008.5,113974
100769,108712.5,102001.25,113970.25
100767.25,108707.75,102012.75,113972.75
100763.75,108708.5,102018.5,113979.75
100772.25,108717.5,102012.5,113969.5
100771.25,108705.75,102015,113969.5
100776.25,108707.5,102012.75,113974.25
100772.25,108715,101996.75,113968.25
100774,108706.5,102012,113970.5
100775.5,108699.5,102001.5,113977.5
100771.25,108692.25,101997.75,113978.5
100779.75,108707.5,102000.5,113967.75
100775.75,108690.5,102002.5,113976.75
100778.5,108693.75,102006.5,113962.75
100778.25,108698.25,102000.75,113968.25
100772.25,108684,102001.25,113981.5
100781,108689.25,102004.75,113976.5
100771.5,108678.75,101999.75,113970.75
100779,108687.25,102016,113974.75
100775.25,108685.25,102000.75,113970.75
100783.75,108682.5,101998.25,113968.5
100776.5,108679.5,101995.5,113973.25
100784.5,108689.25,102006.75,113987.25
100781.5,108690.75,101994.75,113969.75
100780.25,108681,102000.75,113975.25
100779.25,108683.5,101996.75,113968.25
100781.5,108690,102006.75,113974.75
100792.75,108688.25,101994.25,113966
100792.25,108678.75,101994.75,113974.75
100784.5,108674,101996.5,113975.5
100791.25,108678.5,101995.75,113977.25
100788,108678,101994.25,113970
100790.75,108675.5,101996,113973.5
100793,108675.25,101996.25,113975
100790.25,108683,101997.5,113976.25
100789,108675,102003.25,113979.25
100797.25,108668,101998,113985.5
100794.25,108681.25,101990.5,113962
100800.5,108665.25,101996.25,113973
100792.25,108671.5,101999.5,113982.75
100792.75,108672.25,101990.25,113966.75
100795.75,108673.75,101985.75,113978.25
100796.75,108672,102003.5,113980
100799.5,108668,101994,113965.25
100800,108676,101996.75,113972.75
100795.25,108665.25,101996,113972.25
100797.25,108671,101993.75,113975.75
100802.75,108668.25,101993.75,113975.75
100795.5,108667.5,101989.5,113963.5
100802.5,108671.25,101984.5,113967.25
100801,108668.25,101991,113986.25
100804.75,108662.75,101984.5,113976.5
100804.25,108667.25,101979.5,113966.75
100803,108660,101992.5,113981.25
100806.5,108656.75,101990.75,113968.25
100797.5,108658.5,101993,113972
100800.75,108659.75,101995.5,113970
100803.5,108664.75,101992.75,113974.25
100801.75,108665.5,101983.5,113976.5
100807.5,108676,101989.25,113980.5
100812.5,108664.5,101980.5,113974.5
100803.75,108662,101993.25,113988.25
100803.25,108662,101982,113965.5
100807.5,108660.5,101994.5,113977.75
100814.75,108660.25,101991.75,113971.25
100815.75,108676.75,101984.25,113975.25
100813.5,108657.25,101989.5,113979
100811.75,108658.25,101992.75,113967.25
100815,108657,101991,113982.25
100807.75,108658.25,101987,113968.75
100807,108659.75,101988.75,113984.25
100814.25,108658.25,101990.25,113978
100807.75,108668.25,101999.25,113982.25
100821,108668.25,101991.5,113983.5
100820.25,108657,101994.5,113980.75
100819.5,108661.75,101986.25,113974
100817,108661.75,101997,113969.75
100821.75,108650,101987.5,113977.75
100823.75,108653.75,101995,113980
100821.75,108656.75,101982.5,113977.75
100820,108660.25,101994,113993
100823,108663,101995,113979.5
100819.25,108655.25,101990.25,113970
100823.25,108655.75,101989,113978
100832.5,108658,101986,113964.75
100825.25,108650,101988.5,113985.5
100825.5,108659.5,101983.75,113978.5
100835.25,108652,101995,113969.75
100825.5,108649.25,101986.25,113976
100821.25,108658,101993.75,113976.25
100817,108660,101989.5,113976.5
100830.25,108647.75,101982.75,113980
100823.75,108644,101980.5,113969.5
100835.25,108649.5,101987.5,113972.5
100827,108643.25,101988.75,113975.5
100830.75,108657.75,101988.25,113976.75
100832.25,108655,101990.5,113969.75
100818.5,108648.5,101989.25,113992
100824,108656.25,101990.75,113981.25
100828.75,108647.75,101987,113974
100830.5,108647.75,101988.5,113969.5
100829.5,108647,101987.5,113978.5
100836.75,108652.25,101982.75,113982
100831,108647.5,101985.5,113978.25
100828.25,108654,101990.75,113979.75
100835.25,108650,101989.5,113986.75
100835.75,108651.75,101977.5,113986
100839,108649.5,101989.5,113984.25
100830.25,108649.25,101987,113972.5
100836.25,108647,101980.5,113968.75
100840,108656,101984,113975.5
100833.5,108643.5,101980.75,113972
100839,108645,101989.5,113973.5
100838,108646,101992.25,113976.25
100843,108647.5,101989.75,113978.5
100842.5,108657.5,101986.75,113975.75
100838.5,108661.5,101979.25,113973
100843.5,108650.25,101982.5,113972.25
100839.5,108655.5,101994.75,113970.5
100845,108645.5,101994.75,113988.5
100843.5,108346.75,101981,113995.75
100844.5,107903,101898.75,113978.25
100839.75,107470.5,101824.75,113974
100815,107068.75,101749.75,113975.25
100807,106618,101691.25,113961.25
100772.25,106248.25,101644.25,113965.25
100752.25,105868,101614.5,113967
100734.25,105588,101604.75,113967.75
100724.5,105312.5,101597.75,113972.5
100696.5,105032,101597.5,113972.5
100688.75,104805.75,101590.5,113970.25
100695,104630.5,101603,113980
100703.25,104418.25,101580.5,113976.75
100699,104267.75,101589,113977.5
100720.5,104200.25,101580,113979.5
100720.75,104138.25,101565.5,113970.5
100710.5,104270.25,101569,113976.75
100708.25,104314,101571,113975.75
100715.5,104325.25,101571,113977.5
100713.25,104315.75,101568.25,113979
100712,104317.25,101576.75,113978.5
100713,104315.25,101578.5,113982.25
100715,104321.5,101575.75,113979.5
100714.5,104322.75,101574,113978
100716.75,104316.75,101579,113974.25
100715.75,104322.5,101571,113976.25
100723.25,104325.25,101575.25,113969.75
100714.25,104317.5,101578.5,113977.5
100723.5,104312.25,101582,113974
100721.5,104321.75,101578.25,113968.25
100725,104320.5,101572,113979.25
100725.75,104315.25,101583,113972
100728,104314.25,101579.25,113965.25
100727,104317.75,101578.75,113976.25
100722.25,104316.25,101582.75,113971
100716.5,104329.25,101570.25,113983.5
100727.5,104314.75,101580.75,113973.25
100730.75,104313.75,101581.5,113985.75
100718.5,104309.25,101577.75,113974.25
100733.25,104316,101578.25,113975
100735,104316,101588.5,113979.5
100729.25,104310,101588.75,113976
100741.75,104317.75,101581.5,113979
100732,104310,101584.75,113981
100733.25,104311.25,101581.5,113980
100726,104310.25,101578.25,113976.5
100731.5,104308.5,101590.75,113969
100740.75,104317,101577.25,113973.25
100734.5,104313.25,101583,113977.25
100726.5,104313,101587.75,113979.5
100743,104319.5,101586.5,113972.5
100733.75,104318.25,101588,113974.75
100728,104329.75,101580.75,113980.25
100735.25,104317.25,101585,113981.75
100734.5,104308.75,101580.75,113967.5
100735.25,104312.75,101585.75,113977.75
100738.25,104312.25,101587,113973
100734.75,104321.75,101586.5,113972
100739.75,104307,101586.5,113969.5
100734.25,104324.75,101586.25,113971.75
100736,104314.75,101593,113976
100732.25,104319,101593.5,113980.5
100738.25,104312.25,101589.75,113974.75
100740.25,104316.25,101586,113972.75
100744.5,104314.25,101588.75,113975.25
100745.5,104319.25,101586.25,113972.75
100747.25,104307.5,101583.25,113969.75
100740.5,104316.25,101588.25,113982.75
100751.25,104312.25,101588.5,113975.75
100734.75,104313.75,101586.5,113975.5
100740,104307,101590,113970.5
100741,104308.5,101591,113984.25
100752.25,104321,101584,113973.5
100738.5,104314,101585,113969.75
100745.25,104317.75,101587.75,113965.5
100747.5,104323.25,101584.25,113974
100741.5,104311.75,101594.25,113972
100746.5,104316.75,101583.75,113978.5
100748.75,104324,101590.75,113970.75
100741.5,104314,101584,113980.75
100745.5,104308,101583.5,113980.75
100748.25,104318.5,101583,113978.5
100753.25,104311.75,101586.5,113981.5
100746,104321,101591.75,113975.25
100749,104307.25,101592.5,113977
100749,104315.75,101598.25,113970.5
100752.25,104317,101579.25,113978.5
100747.5,104315.75,101588.25,113973.5
100748.25,104311,101592.5,113970.75
100759,104312.75,101588,113968.75
100747.25,104315.75,101585.25,113973.75
100752.5,104318.25,101586,113972.75
100744.5,104310.75,101591,113976.75
100756.5,104322,101586.75,113969.75
100750.75,104318.5,101586.5,113972
100752.75,104311.25,101595,113977.75
100754.5,104310.75,101588.25,113982
100759.5,104315,101591.25,113970.75
100744,104311.25,101588,113981
100753.75,104312.75,101588.75,113969
100758,104322.25,101588.25,113978.5
100752.5,104310.25,101588.25,113984
100753,104316.5,101586.75,113972.5
100753.75,104310.5,101588,113982
100762.5,104318.5,101589,113977
100749.5,104317,101590.75,113985.75
100753.75,104315.25,101580.5,113971.75
100753,104310.75,101591.5,113980
100759,104321.75,101590,113975
100760.75,104318.5,101582.25,113976.75
100756,104307.5,101598.5,113979.25
100761.5,104310.25,101598.5,113978.25
100762.5,104314,101586.5,113979.75
100754.5,104306,101591.75,113977
100751.5,104319.25,101589,113976
100752,104318.5,101592,113975.5
100765,104306,101587.75,113975.75
100766,104320,101592.75,113975.75
100758.75,104323.25,101581,113975.75
100772.25,104316,101597,113984.25
100762.25,104306,101596.25,113983
100754.75,104317.25,101589.25,113960.5
100762.5,104322.75,101584.75,113977.25
100771.5,104321,101588.25,113970.75
100761.5,104319,101595,113969.25
100774.5,104315.5,101588.75,113984
100764.75,104314.5,101587,113990
100759.25,104319,101591.5,113979.25
100762.25,104321,101585,113974.25
100775.25,104320,101588.75,113977
100759.25,104310,101591,113970
100766.25,104321.75,101591,113977.25
100768,104322.5,101584,113966.75
100767.75,104321.75,101590.75,113980.5
100777,104316,101585.75,113973.5
100773.25,104313,101599,113969.75
100776,104317.5,101582.25,113980.25
100776.25,104313.75,101588.5,113978
100775.75,104317.25,101598,113975
100768.75,104313,101582,113975.5
100773.5,104312.75,101592.5,113961
100770.75,104313.75,101601.25,113983.75
100779.75,104309.75,101593.5,113971
100774.5,104319.5,101592.25,113977.25
100783.75,104315,101592,113977.5
100764.25,104319.5,101593.5,113977
100764.5,104314.5,101588.75,113975.5
100783.25,104314.75,101584.75,113975.25
100773,104319,101596.75,113981.25
100772.75,104316,101591.75,113976
100770.75,104313.5,101588.5,113981
100774.75,104322,101595.25,113979
100770.75,104315.5,101597,113976.5
100780.25,104307,101594.5,113979.5
100775.25,104313.5,101587.5,113976.75
100782.5,104321.75,101594,113973.5
100773.25,104321,101588.25,113971.75
100778.75,104318.25,101586.75,113966.75
100780.25,104319.25,101587,113975
100783,104320,101591,113975.5
100783.5,104314.75,101588,113974.75
100771.25,104314.5,101591.25,113985.75
100785.25,104313,101594.5,113969.75
100783.75,104308.5,101589.25,113978.5
100791,104320.5,101591.75,113976.25
100781,104310.5,101604,113972
100789,104322.25,101596.5,113971.75
100781.5,104320.75,101592.75,113987
100788,104314.75,101591,113975.5
100781.5,104318.75,101592.5,113980
100787,104314.75,101591,113969.75
100782.25,104311,101600,113972
100784.25,104304.75,101599.75,113967
100777,104323.5,101602.75,113981
100785,104313,101591,113967.25
100786.25,104316.75,101599,113983.5
100782,104316.25,101599,113980.25
100787,104314.5,101593,113967.5
100790,104314.75,101582,113969.75
100794.75,104318,101588.75,113987.25
100788.5,104318.75,101594.75,113975.5
100796.25,104315.5,101596.25,113985
100795.25,104319.25,101594.25,113976
100785.75,104314.5,101593.25,113975.5
100797,104318.25,101589.25,113980
100787.25,104327.25,101589.5,113985.25
100782,104310.5,101591,113970
100796.5,104329.25,101583.25,113973.5
100788.25,104318.25,101588.25,113976.25
100787.25,104322.5,101593.5,113990.25
100795.25,104318.5,101590,113975.75
100788,104304,101603.5,113970.5
100796.25,104339.25,101600.25,113985
100784.25,104435.25,101610.75,113983
100790.75,104603,101614.5,113974
100777.5,104774.75,101609.75,113972.75
100766.75,104974.75,101596.75,113970
100779.75,105209.75,101613.75,113966.25
100792.5,105501.25,101614.25,113962.25
100812.75,105781.75,101620,113965.25
100842.25,106039,101655.25,113971.75
100862.25,106319.5,101693.25,113959.25
100874.5,106708.25,101744,113958
100886.5,107112,101783.25,113970
100909.5,107564,101851.25,113969.5
100936.25,107983.5,101924.75,113976.25
100949.25,108457.75,101990.5,113974
100953,108851.25,102055,113979.75
100940.75,109234.75,102093.25,113977
100918,109646.5,102112,113974.75
100915.5,110080.5,102127,113975.5
100910.25,110548.75,102116,113958.5
100897.5,111059,102101.75,113958.25
100908,111619,102107,113958.75
100951.5,112237.5,102142.75,113939.25
101001.25,112928.25,102182.25,113954.5
101033.25,113551.5,102231.75,113952.25
101078.25,114267.5,102353.5,113955.5
101159.75,114985.5,102540.5,113970.25
101172.75,115591.75,102725,113992.75
101120.5,116133.75,102782,113991.25
101085.25,116716.75,102777.75,113984
101051,117306.75,102782.25,113970.25
101005.25,117925.25,102738.5,113949.75
100995.75,118557.5,102718.25,113949.25
100999.25,118516.75,102721.5,113952
101020.25,118477.5,102708,113948
101016.25,118443,102711.75,113957
101011.25,118428,102706.75,113952.5
101009.25,118412,102705.5,113953
101008.25,118403.25,102695,113959.75
101002.25,118381,102695.25,113954
101011,118366.75,102690.25,113959
101003.75,118357,102692.25,113950.5
101010.25,118358,102696.25,113959.25
101007.25,118346.75,102691.25,113955.75
101009.25,118338,102680.25,113956
101011.5,118320.5,102687.5,113958.75
101005,118328,102685.75,113962.25
101005,118317.25,102678.75,113959.75
101017.25,118304.75,102678.75,113952
101021.5,118313.75,102681.75,113950
101009,118294.5,102679.25,113955.5
101013.5,118291.25,102676.75,113957
101023.5,118283.75,102675.75,113949.75
101010.75,118271,102681.5,113954.25
101009.5,118272.75,102668.5,113957
101003.75,118266.5,102672.25,113954.75
101007,118256.75,102671.75,113956.25
101018.5,118270,102670.75,113963.5
101012.25,118262.75,102666,113961.75
101015.5,118253.25,102670.75,113954
101012.25,118246.25,102671.5,113958
101009.5,118260,102670.5,113952.5
101013,118244.25,102658.5,113960
101017.5,118234,102663.25,113950
101012.5,118227.5,102661.5,113956
101013.75,118229,102668.75,113960
101014.75,118222.25,102670,113951.75
101013.5,118238.5,102658.5,113959.5
101014.5,118218.75,102659,113952.5
101010.25,118232,102664.25,113953.5
101009.5,118206.5,102663.5,113958.5
101013.25,118221.25,102662.5,113961.75
101017.75,118219.75,102652.5,113959.25
101013.75,118215,102665.5,113961.25
101016,118216.75,102654.25,113958.25
101012,118209.25,102653.5,113955.25
101011,118220.5,102654.75,113960.25
101016,118210.25,102650.75,113965.75
101022.5,118204.25,102652.75,113951
101015,118194.25,102639.75,113960.25
101011.5,118204,102653.75,113961.75
101019.5,118201.5,102636,113949
101018.75,118191.5,102648.25,113955.5
101011.25,118201.25,102639,113958.75
101018.5,118196.25,102640.5,113950
101014.5,118185.5,102643.75,113963
101016,118199.75,102653.5,113963.75
101010.75,118199.75,102649.5,113948.25
101013,118189,102647.5,113953.25
101018.25,118188.75,102642.5,113957
101015.75,118191.25,102643,113955.5
101020,118186.5,102643,113958.5
101022,118186.25,102653.75,113968.5
101017.75,118180.75,102630,113959.5
101016.25,118194.5,102649,113952.5
101026.75,118173.25,102645.75,113956.75
101020.75,118182.5,102632.25,113959.5
101017.5,118177.5,102642.5,113952
101012.5,118182,102639.75,113965.75
101019.5,118176.5,102640.25,113958.25
101016.25,118173.75,102644,113954.5
101016,118179.75,102643.75,113965
101024,118171.5,102647.25,113950.5
101020.5,118156.5,102626.75,113956
101022.5,118166.25,102637.25,113954
101015.75,118160.25,102645.25,113958.25
101021,118169.25,102643.25,113951.75
101009.75,118162,102636.25,113957.5
101023,118157.75,102632.75,113959.5
101028.25,118161.25,102639.75,113958.75
101020,118162.5,102643.75,113971.75
101021.5,118161,102632.25,113962.5
101013.5,118153,102630,113964.5
101019,118166,102628.5,113968.75
101014.5,118176.5,102634.25,113956
101023,118151.75,102633.25,113953.25
101020.25,118148,102645,113956.75
101026,118152.25,102629.75,113961
101020.75,118161.75,102627.75,113957.25
101018.5,118144.5,102629.5,113959
101016.75,118154.5,102625.75,113967.25
101025.75,118149,102636.25,113970
101023.75,118143.25,102636.75,113956.75
101014.25,118155.5,102634.5,113966.25
101026,118146.25,102623.5,113957
101016.75,118142.25,102633.5,113959.75
