Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98292.75,99560.5,98266.75,99989.25,0,0,0
98274.5,99556.25,98227.5,99979,0,0,0.016946316
98257.75,99527.25,98251.25,99996,0,0,0.032912493
98276.75,99550.25,98248,99982.75,0,0,0.049369097
98293.5,99545.5,98224.25,99977.75,0,0,0.0642066
98261.75,99557.5,98254.75,99952.25,0,0,0.080117941
98288.25,99538.75,98267.5,99962.5,0,0,0.095086336
98278,99572,98230.75,99972.75,0,0,0.110291243
98266.75,99543,98252.5,99959.25,0,0,0.126358986
98246.75,99559,98259.25,99985.75,0,0,0.140941858
98266,99553.75,98216.5,99996,0,0,0.157231092
98281.5,99547.75,98242.5,99983,0,0,0.173552275
98272.75,99539.75,98249.5,99985.25,0,0,0.188557148
98260.25,99536.75,98261.75,99976.25,0,0,0.20451951
98282.75,99530.25,98236.75,99971.25,0,0,0.219515562
98287.25,99560.5,98234.25,99975.25,0,0,0.233513355
98286.5,99539.75,98263.25,99971.75,0,0,0.249563456
98285.75,99537.5,98261.75,99958,0,0,0.26610589
98277.5,99521.5,98232.5,99974,0,0,0.282121897
98283.5,99564.5,98277.25,99999,0,0,0.297105074
98264.25,99573.75,98247.75,99974,0,0,0.313146353
98258.25,99558.25,98235.75,99972.75,0,0,0.330160618
98284.25,99537.75,98263.5,99985,0,0,0.346156836
98288.25,99538.75,98251.75,99990.75,0,0,0.361756086
98271.5,99551,98255.75,99981.5,0,0,0.377780199
98276.75,99541.5,98249.75,99985.25,0,0,0.392108202
98261.5,99567.5,98245.25,99993.25,0,0,0.408961773
98279.5,99548.5,98264.25,99977.75,0,0,0.424123287
98275.75,99520.75,98256.5,99998.5,0,0,0.439922333
98282,99572.5,98254.5,100004.5,0,0,0.454914808
98280.5,99558,98247.5,99989.5,0,0,0.47040987
98278,99556.75,98234.75,99992,0,0,0.485818624
98283,99555.75,98250,99970.25,0,0,0.501083374
98248.75,99553.5,98259.25,99976.25,0,0,0.516135693
98272.5,99551,98246.5,99974.75,0,0,0.531812668
98270.5,99567.5,98244.5,100006.5,0,0,0.547946453
98250,99549.25,98239.25,99987.25,0,0,0.563160419
98290.5,99554.25,98269.25,99968.75,0,0,0.57848978
98271.5,99550.25,98243.5,99971.25,0,0,0.594489574
98284.5,99543.5,98271,100003.75,0,0,0.609755993
98293.25,99532.5,98256,99991.75,0,0,0.625549316
98268.5,99551,98242.75,99992.75,0,0,0.639592886
98274.75,99583.75,98234,99980.75,0,0,0.656569242
98267.75,99544.75,98245.5,100003,0,0,0.671193123
98291,99559.25,98280.25,99996,0,0,0.687156916
98274.75,99551,98233,99997.25,0,0,0.703429222
98280.75,99553.25,98251.25,99971.5,0,0,0.718909502
98267,99560.5,98246.25,99975.75,0,0,0.734513998
98284.75,99563.75,98238.25,100006.25,0,0,0.750333071
98281.25,99568.75,98238.5,99967.25,0,0,0.765805244
98285.75,99550.75,98238.25,99964.5,0,0,0.780638456
98285.75,99565.75,98249.75,100010.75,0,0,0.796795845
98297.5,99557.25,98280.75,99999.25,0,0,0.812157154
98281.75,99567,98236.5,99993.5,0,0,0.827809572
98284,99536.5,98265,99998,0,0,0.843726158
98270.5,99526.5,98267,99971.75,0,0,0.858815432
98308,99554,98256.75,99960.75,0,0,0.875056982
98278.25,99565.5,98220.5,99973.5,0,0,0.891022682
98300,99553,98275,99975.5,0,0,0.905798912
98304.75,99537.75,98263.25,99997.5,0,0,0.922363043
98307.25,99549,98257.75,99983.25,0,0,0.936850071
98273.5,99554.25,98255.25,99996.75,0,0,0.952382803
