Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98302,99715.75,98256.5,99978.25,0,0,0
98271.25,99717,98238.25,99980,0,0,0.013000011
98233.5,99710.75,98286.75,99986.75,0,0,0.028127193
98256,99726.5,98253.25,99984.25,0,0,0.044867992
98266.25,99710.75,98235,99978.75,0,0,0.060279608
98274.25,99698.5,98246,99983.5,0,0,0.075868368
98285,99721,98244.25,99968.5,0,0,0.090527534
98267,99703.75,98252.75,99979.5,0,0,0.106567144
98277.5,99706.25,98238,100011.5,0,0,0.121501923
98301.5,99734,98234.5,99966,0,0,0.136710882
98254.5,99749.5,98236,99996.75,0,0,0.152518749
98272.25,99714,98243.5,100001,0,0,0.167591572
98275,99725.5,98252.25,99980.75,0,0,0.183466911
98280,99711.25,98240,99986.25,0,0,0.198660135
98257.25,99692.5,98261.25,99984.75,0,0,0.213811159
98282.75,99714.75,98237.25,99999.75,0,0,0.229324102
98273.5,99733.25,98242.5,99976.75,0,0,0.243877172
98267,99716.75,98246.25,99990,0,0,0.260503292
98285.75,99722.25,98247,99996.75,0,0,0.274562597
98259.75,99697.25,98260.25,100012.75,0,0,0.291486979
98287.5,99725.5,98260,99976.25,0,0,0.306689739
98297.5,99704.5,98240.75,100000.5,0,0,0.321582079
98292,99729.5,98244,99967,0,0,0.336961031
98294,99715.25,98249.25,100010.5,0,0,0.351452827
98261.25,99711.25,98231,99959.25,0,0,0.367777586
98282.5,99717.25,98241,99956,0,0,0.383023977
98278,99714,98256,100001,0,0,0.398418903
98266.5,99733.75,98238.75,99975.25,0,0,0.413784027
98266.25,99730,98248.25,99982.25,0,0,0.427778244
98251.5,99734.75,98274.75,100009,0,0,0.444007158
98268,99722,98241,99976.5,0,0,0.458367825
98279.25,99737.5,98272,100005.5,0,0,0.475466728
98273.5,99736,98236.25,100017.25,0,0,0.490932226
98278.5,99689,98256.75,99981.75,0,0,0.506554842
98280.5,99723.5,98269.75,99986.5,0,0,0.521693945
98282,99717.25,98259.75,99979.25,0,0,0.538210392
98266.25,99720.75,98259.75,99972.25,0,0,0.553343296
98273.5,99731.75,98263.5,99976,0,0,0.568510771
98276.5,99707,98246.75,99991.5,0,0,0.584337711
98271,99732.75,98258.25,100009.25,0,0,0.59987855
98286.25,99716,98272.5,99978.5,0,0,0.615828991
98284,99714.75,98252,99976.25,0,0,0.631201982
98259.25,99727.5,98242.75,99996.25,0,0,0.64632678
98307.5,99713,98244.75,100004.25,0,0,0.66249299
98274.25,99732,98245.75,99982,0,0,0.677950382
98278.75,99711,98250.75,99977,0,0,0.694118023
98301.5,99710.5,98249.5,100001,0,0,0.708777428
98277.25,99719,98227.75,99980.5,0,0,0.724272966
98273.25,99717.5,98253.25,99959,0,0,0.7392869
98282.5,99716.25,98246,99983.5,0,0,0.755603552
98285.5,99747.5,98246.75,100000.25,0,0,0.77079463
98272,99709,98235,100008.75,0,0,0.785763025
98290.25,99745,98242,99953.75,0,0,0.800441265
98276,99710.75,98245.25,100003.75,0,0,0.816505194
98281,99714.5,98249.75,100000,0,0,0.83250308
98262.5,99696.25,98280,100002,0,0,0.847508669
98282,99730,98254.25,99988.25,0,0,0.863530636
98281,99723.75,98258.75,100014.5,0,0,0.880123854
98272.5,99715.5,98261.75,99981,0,0,0.897135973
98280.75,99725.5,98248,100007.5,0,0,0.913142681
98283.75,99719.25,98260.75,100000,0,0,0.928180456
98286.5,99733.25,98239.5,100005.5,0,0,0.943190336
98281.5,99705.5,98275.25,100013,0,0,0.958231211
98283,99684,98233.5,99996,0,0,0.975282669
98290,99725.5,98249.25,99977,0,0,0.990177631
98284.75,99724,98261.5,99986,0,0,1.006053686
98277.75,99755.5,98263.75,99997,0,0,1.021053076
98284.25,99739,98252.25,99982,0,0,1.036779642
98287,99720.5,98257,99996,0,0,1.0517838
98297.5,99722,98244.75,100003.75,0,0,1.067560911
98297.25,99712.5,98256.25,99991.75,0,0,1.08262229
98280,99711,98255.75,99967,0,0,1.09829545
98292.5,99727,98243.75,99986.25,0,0,1.113430262
98275.75,99724.5,98262.5,99977.25,0,0,1.128477097
98278,99697.25,98260,100020,0,0,1.144512415
98279.75,99726.25,98257.25,99988.75,0,0,1.15970397
98268.25,99718.5,98246.25,99994.5,0,0,1.175510406
98299.25,99733,98265,99977.5,0,0,1.190687895
98276.75,99728.5,98250,99999.5,0,0,1.206492662
98289.25,99704,98264.75,99986,0,0,1.221819639
98272.5,99697.75,98266.25,99972,0,0,1.237370968
98256.25,99722.5,98239.25,100010.75,0,0,1.253411055
98281.25,99743.25,98244.5,99998.75,0,0,1.269001722
98271.25,99746,98263,100004.5,0,0,1.285090685
98270.25,99739.5,98271.25,100017,0,0,1.300496101
98270,99733.25,98253.25,99960.5,0,0,1.316499233
98302.75,99742.25,98248.75,99999.5,0,0,1.33261323
98285,99720.75,98244.75,99981.25,0,0,1.348708153
98276.5,99735.5,98249,99987.25,0,0,1.364159107
98291.75,99730,98267,99984.5,0,0,1.379240751
98314.75,99717,98241,99997.25,0,0,1.394993305
98286.25,99718.5,98266.75,99964.25,0,0,1.410885811
98281.25,99704.5,98239.75,99987.75,0,0,1.426693678
98293.75,99717,98272.5,99990.25,0,0,1.440728903
98266.75,99698.75,98232,99978.25,0,0,1.457103252
98306.5,99742,98255.5,99998.75,0,0,1.472570419
98283,99744.25,98257.5,99961,0,0,1.488601923
98280.75,99716.25,98263.25,99973.25,0,0,1.504300117
98286.5,99725.75,98264.25,100006.5,0,0,1.519876003
98272.5,99723.75,98256.75,100004.5,0,0,1.535180092
98280.25,99740.5,98251.25,100003.5,0,0,1.550186872
98274.25,99718.5,98280.75,99959.75,0,0,1.564634085
98283,99738,98249.25,99989.25,0,0,1.582258463
98263.25,99733,98257.25,100002,0,0,1.597604036
98301.75,99727.5,98247.75,99980.25,0,0,1.613581657
98300.75,99732.75,98251,99982.5,0,0,1.628494263
98263.5,99733.75,98279.75,100009.5,0,0,1.644827127
98260.75,99747.25,98271.5,99981.25,0,0,1.660546541
98287.25,99728,98252,99996.75,0,0,1.676211834
98301,99717.25,98239.25,99998.75,0,0,1.691426754
98287.25,99741,98256,100006,0,0,1.70744276
98281.25,99710.75,98260,100008.25,0,0,1.722946167
98303.25,99752.5,98221.5,99984,0,0,1.738481283
98283,99698.25,98252,99979.5,0,0,1.754493475
98269.5,99712.5,98227.25,99981.25,0,0,1.768475533
98258.25,99745.5,98276,100029.5,0,0,1.78531003
98266.25,99729,98267.5,100000,0,0,1.800506353
98286.5,99717.25,98251,100009.5,0,0,1.815818071
98296.5,99733.75,98270.5,99987.25,0,0,1.830826759
98290,99710.25,98261.5,99985,0,0,1.846862316
98288,99747.5,98244,99979,0,0,1.861860752
98263.75,99719,98266.75,100006.75,0,0,1.876806259
98266.25,99730,98235.5,99979.5,0,0,1.892491102
98267.75,99707.75,98239.5,100003.25,0,0,1.908084869
98297,99730.5,98263.75,99995.75,0,0,1.92308116
98304,99732.25,98251.5,100018,0,0,1.938781738
98271,99703,98255.75,100005.25,0,0,1.95379138
98280.75,99720.5,98234.5,99981.25,0,0,1.970788002
98266,99713.5,98256,99998.25,0,0,1.986626387
98287.5,99712.5,98237.5,99978.5,0,0,2.002645493
98285,99735,98261.25,99977,0,0,2.017634869
98298.5,99730.75,98261.5,99981,0,0,2.032060146
98290.25,99715.5,98254.75,99970,0,0,2.048057795
98274.5,99717.25,98271.25,99996.25,0,0,2.063790321
98288.5,99723.75,98232.5,99987,0,0,2.078807116
98302,99737.5,98256.75,99998.5,0,0,2.094385862
98270.25,99734,98264.25,99984.75,0,0,2.110411167
