Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98143.75,103809.75,107979,100143.5,0,0,3.424215078
98127,103781.25,107953.75,100155.5,0,0,3.440057755
98119.5,103794.25,107951.75,100162.5,0,0,3.455243349
98131,103778.75,107970,100144.75,0,0,3.470064878
98116.25,103798.75,107981.75,100148,0,0,3.485989809
98131.75,103788.75,107976.75,100183.75,0,0,3.50143075
98130.25,103798.75,107966.75,100189,0,0,3.517403603
98109.5,103797.75,107974.25,100168.75,0,0,3.532758474
98120.25,103798.75,107951.5,100160,0,0,3.547955275
98126.75,103792,107957.75,100157,0,0,3.56491375
98096.25,103784.5,107958,100167.5,0,0,3.579912901
98123,103789,107971.25,100167,0,0,3.594979525
98110.25,103793,107977.25,100158,0,0,3.61079216
98134,103791,107980.5,100147.5,0,0,3.626177073
98130.25,103783.75,107979,100162.5,0,0,3.641041756
98127.25,103815.75,107953,100183.5,0,0,3.656491995
98143.5,103754.75,107985,100172.75,0,0,3.671970606
98123,103782.5,107964.75,100158.5,0,0,3.686275244
98128.75,103783.75,107984.5,100155.75,0,0,3.702413797
98096.5,103785.75,107953.25,100151,0,0,3.717427015
98126.75,103800.75,107951.5,100170,0,0,3.732391596
98110.5,103760.75,107937.25,100142.5,0,0,3.748347998
98116.25,103807,107968.75,100155.25,0,0,3.763878345
98124.75,103764,107971.5,100175.25,0,0,3.778561115
98122.25,103774,107980.25,100171.5,0,0,3.793566465
98139.75,103772,107976,100150.75,0,0,3.809588671
98135.25,103790,107982,100172.25,0,0,3.825565577
98140.5,103788.75,107965.25,100153,0,0,3.841566324
98151.5,103791.5,107963.25,100132.75,0,0,3.857680082
98123.25,103777.5,107979.5,100172.25,0,0,3.874187231
98134.75,103777.25,107972.25,100164,0,0,3.889184952
98115.5,103812.25,107982.75,100160,0,0,3.904185534
98127.5,103799.5,107950.5,100156,0,0,3.920185089
98126.5,103771.25,107962,100138.25,0,0,3.936184168
98135.75,103790.75,107956.5,100153.25,0,0,3.951190948
98127.25,103775.25,107985,100156.25,0,0,3.966704845
98111.75,103804.25,107971.25,100167.5,0,0,3.981706619
98129.5,103798.5,107990.25,100168.75,0,0,3.996740103
98124.25,103786.5,107967.75,100155.5,0,0,4.012705803
98128.5,103775.75,107957,100174.5,0,0,4.028704405
98131,103783,107965.5,100157.25,0,0,4.044864416
98131.5,103794.5,107951.75,100147.75,0,0,4.06003809
98100.5,103776,107957.5,100159.5,0,0,4.075553417
98117.75,103802,107991,100170.75,0,0,4.090551853
98104.75,103821.75,107952.5,100168.5,0,0,4.106571198
98124.25,103801.5,107961,100161.5,0,0,4.122571707
98136.25,103785.25,107961.25,100173.75,0,0,4.138551235
98115.25,103803.5,107961.5,100167,0,0,4.153772831
98119.75,103780.5,107956.25,100169.25,0,0,4.169308424
98133.25,103774.5,107978.5,100158.75,0,0,4.186294794
98130.75,103804.5,107967.5,100172.75,0,0,4.20189333
98147.75,103784.5,107962.5,100160.75,0,0,4.217256308
98120.5,103778.75,107964.25,100152.5,0,0,4.232088804
98145.75,103805.75,107978,100168.5,0,0,4.247230053
98103.5,103786.25,107945.75,100172.5,0,0,4.263914585
98123.75,103788,107990,100141.25,0,0,4.278810501
98128.5,103795.5,107969,100168.75,0,0,4.292809963
98128.5,103791.75,107940,100154,0,0,4.309329271
98133,103767.75,107936.5,100163.75,0,0,4.323372126
98142.75,103800.5,107962.25,100163.25,0,0,4.339022398
98125.5,103779.75,107937.75,100172.5,0,0,4.355146646
98120,103780.75,107980,100160.25,0,0,4.370480061
98125.5,103783.75,107970.25,100169.75,0,0,4.38602972
98145.75,103792.5,107977.75,100167,0,0,4.402007818
