Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
96844.00,93156.50,81701.50,100077.25,0,0,0.0
96745.25,93148.25,81680.75,99954.25,0,0,0.015980958938598633
96756.25,93161.75,81661.50,99938.25,0,0,0.03182339668273926
96770.75,93167.75,81693.50,99983.25,0,0,0.04672408103942871
96772.75,93166.00,81687.25,99967.75,0,0,0.06204652786254883
96768.75,93157.00,81678.75,99985.00,0,0,0.07845902442932129
96811.25,93155.75,81667.25,99986.25,0,0,0.0944211483001709
96804.50,93155.75,81691.75,99989.75,0,0,0.11081838607788086
96777.75,93176.75,81688.50,99996.00,0,0,0.12676620483398438
96801.00,93163.50,81687.50,99986.50,0,0,0.14169979095458984
96801.25,93178.50,81674.75,100030.50,0,0,0.15800809860229492
96813.50,93154.75,81684.00,99999.50,0,0,0.1740586757659912
96804.00,93163.50,81673.75,100030.00,0,0,0.18964838981628418
96820.75,93137.00,81681.50,100031.00,0,0,0.2047266960144043
96806.00,93166.00,81684.75,100033.00,0,0,0.21982264518737793
96823.25,93156.75,81682.25,100033.00,0,0,0.23517775535583496
96846.50,93165.25,81687.75,100006.00,0,0,0.2502315044403076
96823.25,93150.00,81688.75,100012.75,0,0,0.26577210426330566
96817.75,93163.75,81692.75,99995.00,0,0,0.2813084125518799
96822.75,93178.50,81683.75,100061.00,0,0,0.2972218990325928
96852.50,93153.25,81684.00,100038.25,0,0,0.31301307678222656
96820.00,93167.00,81694.75,100020.75,0,0,0.3281834125518799
96827.75,93150.50,81682.50,100049.75,0,0,0.3442070484161377
96821.25,93161.25,81692.50,100051.25,0,0,0.3587467670440674
96828.50,93165.00,81689.00,100030.50,0,0,0.3740241527557373
96834.75,93161.75,81701.75,100029.25,0,0,0.38973402976989746
96822.25,93176.00,81681.50,100026.00,0,0,0.4044630527496338
96834.75,93172.00,81684.50,100038.25,0,0,0.4210214614868164
96848.25,93166.50,81661.75,100046.00,0,0,0.43592190742492676
96859.25,93166.25,81663.75,100043.75,0,0,0.45165276527404785
96831.00,93152.00,81683.75,100038.75,0,0,0.46724629402160645
96818.75,93170.00,81691.75,100057.50,0,0,0.48360657691955566
96831.75,93180.75,81688.50,100069.00,0,0,0.4995882511138916
96847.50,93159.75,81687.50,100050.50,0,0,0.5147085189819336
96832.25,93149.75,81686.00,100055.00,0,0,0.5309891700744629
96851.00,93150.25,81696.75,100066.50,0,0,0.5463249683380127
96857.00,93181.00,81684.50,100053.75,0,0,0.5611159801483154
96832.75,93155.75,81662.75,100058.25,0,0,0.576838493347168
96850.50,93149.50,81670.50,100057.00,0,0,0.592038631439209
96855.75,93178.25,81694.50,100026.00,0,0,0.6068770885467529
96847.00,93162.00,81695.75,100066.25,0,0,0.6225399971008301
96818.25,93150.75,81667.25,100057.50,0,0,0.6377642154693604
96873.00,93127.50,81693.50,100064.75,0,0,0.653294563293457
96856.25,93171.75,81689.25,100058.25,0,0,0.6689357757568359
96854.75,93172.00,81697.25,100041.75,0,0,0.6856627464294434
96866.25,93197.75,81681.25,100052.25,0,0,0.7002959251403809
96848.25,93177.00,81691.25,100063.50,0,0,0.7150313854217529
96862.00,93170.25,81685.75,100071.50,0,0,0.7311558723449707
